"";"ResponseId";"age";"genre";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"447";"R_9tSMzY8twzcqYTv";24;2;6;9;8;7;4;3;2;6;5;21;29;15;26;13;12;66;31;20;30;81;7;28;9;15;7;12;7;11;3;3;3;45;25
"448";"R_A6YLeBlYGM2YdqN";28;2;8;8;8;6;4;4;6;9;9;24;38;22;23;7;12;64;14;10;8;32;7;10;15;7;8;15;7;9;2;7;7;39;38
"449";"R_a90dHDx0wfMB7KV";36;2;5;8;4;5;4;4;2;6;5;19;24;19;31;13;12;75;26;14;16;56;10;9;6;7;6;11;6;8;2;5;5;32;24
"450";"R_a9v9d3iTVpLPvVL";27;2;5;9;6;9;3;6;2;8;4;26;26;16;18;6;12;52;27;17;14;58;5;29;11;8;9;9;8;9;3;8;6;35;36
"451";"R_aa4KiHrDlGygWe5";32;2;3;10;4;9;2;7;4;4;3;30;16;20;25;20;9;74;31;11;18;60;9;27;7;7;8;19;8;10;1;4;7;44;27
"452";"R_agxjsLM8BtvkrcJ";20;2;6;7;6;7;4;5;2;5;4;21;25;17;25;15;9;66;26;13;18;57;6;35;8;9;6;12;6;11;2;8;6;38;30
"453";"R_Ai0tYqhCNzNoSGZ";22;2;7;7;7;4;4;4;4;6;6;19;30;26;21;23;10;80;26;15;27;68;7;32;6;9;7;8;5;10;2;9;5;34;27
"454";"R_AodUux5dcJ2C6TT";53;1;6;4;8;4;6;2;2;5;8;12;33;22;33;22;9;86;36;12;23;71;12;18;7;6;10;18;3;7;1;3;4;41;18
"455";"R_AyNKDbGjItwkUud";12;3;8;9;4;8;2;6;4;5;4;27;23;20;23;10;9;62;32;14;19;65;6;18;7;10;6;16;6;11;3;4;9;43;29
"456";"R_AyZtYhlq7e3eKgp";49;2;5;7;4;4;6;3;3;10;7;17;32;21;9;7;12;49;20;14;10;44;3;20;10;9;9;12;9;9;4;7;11;39;41
"457";"R_b270BWtu8ShFBV7";4;2;10;6;10;3;2;2;2;10;4;13;36;29;21;21;11;82;41;17;40;98;4;12;5;5;15;19;3;13;1;3;6;52;18
"458";"R_b33LL2WbchGKmY1";56;2;6;7;7;6;5;4;4;3;6;21;27;18;18;6;10;52;23;15;10;48;3;29;10;7;7;16;6;8;2;8;11;38;37
"459";"R_BLkCWZgsUE54Qed";46;1;10;10;10;9;7;4;2;9;10;25;46;17;33;27;15;92;25;16;24;65;8;29;10;17;12;13;7;15;2;4;5;57;28
"460";"R_bsc8F1Zi1ZUOe6R";23;1;10;8;10;6;10;4;2;9;10;20;49;20;38;21;13;92;22;11;17;50;11;18;11;14;14;19;6;13;1;6;4;60;28
"461";"R_BycT59xGtXj7HwJ";22;2;9;6;10;4;2;5;4;10;5;19;36;25;17;13;11;66;25;14;18;57;4;36;9;9;8;12;8;9;2;6;8;38;33
"462";"R_CePFic4wH3s6ANj";33;1;5;4;5;3;2;4;3;4;5;14;21;20;19;8;3;50;11;13;9;33;5;43;8;6;4;12;8;9;1;10;7;31;34
"463";"R_CfE2J56UnkumGT7";44;1;10;4;10;7;7;2;4;10;4;17;41;26;40;20;12;98;28;17;26;71;12;26;8;14;12;18;7;17;1;6;6;61;28
"464";"R_cIu2MRuaPqxOGw9";8;2;8;9;5;10;3;10;2;6;4;31;26;24;34;19;15;92;26;13;13;52;9;24;5;7;4;13;9;8;5;8;3;32;30
"465";"R_cMxVKHoTwSilCeZ";26;2;4;2;7;8;5;6;4;8;4;20;28;22;10;18;6;56;14;10;8;32;3;9;12;5;7;14;9;9;1;10;11;35;43
"466";"R_curkX8pTiJ1DBDP";13;1;8;6;10;4;7;3;2;10;7;15;42;21;24;12;13;70;36;14;29;79;8;21;12;12;13;17;6;12;1;4;6;54;29
"467";"R_cZy8VY8iw6zPCx3";22;1;7;4;8;5;5;2;2;7;6;13;33;23;32;22;10;87;32;13;26;71;8;10;8;11;11;18;6;9;2;4;6;49;26
"468";"R_d4h2Vtfja832lcl";27;2;10;8;10;7;6;8;2;10;8;25;44;15;21;20;12;68;24;17;17;58;6;26;8;10;13;16;8;13;1;7;5;52;29
"469";"R_D6mF09lK2KwjxQJ";33;2;4;5;8;4;4;2;4;7;4;15;27;22;39;29;12;102;41;16;32;89;12;9;11;14;11;18;3;20;1;2;5;63;22
"470";"R_DAjLBJIsrmHhs3v";18;1;5;5;7;4;9;3;3;5;7;15;33;21;19;19;10;69;25;12;20;57;7;23;9;11;7;11;6;13;3;6;8;42;32
"471";"R_DdvrDn7Y3PUAgLf";26;2;6;9;3;10;4;5;2;5;5;26;23;26;13;16;7;62;14;10;8;32;3;45;12;5;4;8;10;6;4;10;15;23;51
"472";"R_DGMPswxdPj6Mvlv";43;2;4;4;4;4;4;4;4;5;4;16;21;19;25;16;9;69;13;10;13;36;9;26;9;8;6;12;7;6;1;8;8;32;33
"473";"R_DNOTIFuCyvXsuHv";26;2;8;6;8;4;7;3;3;9;10;16;42;21;23;22;11;77;26;11;18;55;9;18;8;15;7;15;7;9;2;4;7;46;28
"474";"R_dpwCYbCR7qV7QhH";25;2;4;9;3;9;3;7;2;5;4;27;19;14;10;9;6;39;10;13;8;31;3;43;10;7;5;9;10;8;5;10;11;29;46
"475";"R_DUFbRkkKEev1Dnr";27;1;5;10;4;10;2;10;9;6;2;39;19;14;8;8;7;37;19;9;8;36;3;45;20;6;3;9;10;12;3;6;11;30;50
"476";"R_eEDR2dLNGo5nCdr";48;1;7;4;6;4;2;4;2;8;8;14;31;19;35;22;15;91;36;16;31;83;10;16;4;14;11;16;3;10;1;3;3;51;14
"477";"R_esT2jO2YWnyvGoN";49;1;8;4;8;4;3;2;4;8;5;14;32;19;31;22;12;84;25;11;13;49;9;18;6;9;10;16;5;9;2;6;6;44;25
"478";"R_eVFPCm9eW30XqA9";45;2;6;6;6;4;7;4;3;5;6;17;30;27;13;23;13;76;35;14;34;83;7;23;13;8;10;19;6;16;1;3;6;53;29
"479";"R_eXqlxXdeY2DQURH";23;2;8;4;7;6;6;3;3;6;8;16;35;23;20;14;13;70;36;14;30;80;7;34;7;10;11;16;5;11;2;5;7;48;26
"480";"R_eyxqmamUNlj9uLf";18;2;10;4;8;4;6;2;4;6;6;14;36;21;32;16;11;80;13;10;8;31;8;34;13;9;9;15;10;14;4;9;15;47;51
"481";"R_NXfb0hAwfuhvQHv";23;2;9;5;10;3;8;3;2;9;9;13;45;29;31;28;15;103;42;22;35;99;11;26;11;16;13;16;6;18;4;2;6;63;29
"482";"R_O0tSS0DBakHStah";19;2;6;7;9;8;6;4;4;7;8;23;36;14;27;15;9;65;30;17;14;61;9;36;12;8;10;9;7;9;2;8;8;36;37
"483";"R_Opsa4lYqjQpncFX";42;2;8;4;4;5;3;5;3;4;3;17;22;20;13;13;12;58;20;9;16;45;5;16;13;8;3;11;8;9;4;10;7;31;42
"484";"R_OqB4GqnSySxarv3";16;1;7;6;9;7;3;3;4;7;6;20;32;19;29;16;12;76;45;16;34;95;10;9;10;8;11;20;6;17;1;2;3;56;22
"485";"R_OrhdS9X81XB3dWp";43;1;9;6;7;4;7;2;6;10;7;18;40;18;39;25;14;96;37;15;34;86;10;25;13;8;10;19;4;20;1;3;3;57;24
"486";"R_Ov34vxnA2MpINB7";27;2;6;4;4;7;3;7;6;4;4;24;21;22;16;17;11;66;19;11;13;43;6;25;12;7;6;14;9;10;3;7;5;37;36
"487";"R_OvgL7BKTEKVaapX";48;1;6;7;6;7;4;6;6;6;5;26;27;21;24;13;5;63;12;11;13;36;4;27;16;6;7;9;10;11;3;9;10;33;48
"488";"R_pcUvIZnDnj6u0h3";37;2;4;9;4;4;4;6;2;4;5;21;21;9;19;20;14;62;24;17;19;60;3;17;11;8;5;18;4;10;2;6;5;41;28
"489";"R_pGHgNswlQtoYA1z";42;2;7;5;8;4;7;3;4;10;9;16;41;14;29;20;14;77;31;17;21;69;9;13;9;9;9;17;4;8;2;4;3;43;22
"490";"R_pmadY5Gw2xuVsv7";26;2;8;3;9;3;4;2;2;4;8;10;33;25;21;12;12;70;41;16;23;80;7;18;5;13;11;20;4;18;2;3;3;62;17
"491";"R_PS2xm1LPELM14w9";34;2;7;7;6;4;4;2;3;5;7;16;29;27;26;18;7;78;28;12;21;61;7;22;9;8;6;16;3;12;2;4;3;42;21
"492";"R_PSd614qL1PNFhoR";52;1;5;8;8;4;5;5;3;9;6;20;33;20;37;16;14;87;32;16;28;76;11;30;13;14;15;18;6;17;1;3;5;64;28
"493";"R_Pwd5uxdgn9Emz61";10;1;8;7;9;6;4;6;4;10;5;23;36;24;16;19;10;69;26;22;24;72;6;27;8;11;12;11;6;9;2;8;4;43;28
"494";"R_pxtdHOkmXC4qLlL";28;2;8;8;8;7;4;5;3;6;6;23;32;24;30;10;3;67;33;16;20;69;9;21;10;11;9;15;7;10;2;4;6;45;29
"495";"R_Q05O2G4rHNivJHb";32;2;7;8;7;6;7;8;5;9;9;27;39;26;32;25;15;98;37;18;27;82;9;11;12;16;15;19;4;13;2;4;4;63;26
"496";"R_Q6uwkUizEZMaEWR";13;1;9;8;9;6;6;4;4;7;8;22;39;25;25;15;12;77;32;17;28;77;6;24;8;12;11;14;4;14;3;4;4;51;23
"497";"R_qD9FWmfNLkMPaFP";38;1;8;9;8;6;3;2;2;6;4;19;29;21;22;22;10;75;29;13;20;62;8;16;6;10;8;15;4;11;4;4;11;44;29
"498";"R_QmoPzs5O69oL0kN";48;1;9;5;7;6;2;2;2;6;10;15;34;27;39;22;13;101;31;15;24;70;12;12;11;8;9;19;6;11;1;5;3;47;26
"499";"R_QnoG57mNU445Vmx";26;1;6;6;6;5;5;7;4;6;6;22;29;18;13;17;9;57;16;11;12;39;5;12;13;11;11;11;6;13;3;7;6;46;35
"500";"R_r1icscfQRZsRH8t";5;2;6;5;5;10;4;3;2;8;10;20;33;24;13;17;13;67;19;8;22;49;5;29;13;8;7;6;8;9;2;8;13;30;44
"501";"R_R5p8Qir7OPq9Zzb";29;2;7;4;8;2;5;2;2;9;5;10;34;16;38;27;15;96;44;21;31;96;9;9;12;8;11;17;5;16;1;2;7;52;27
"502";"R_rexaMsDJTlTwGnD";34;1;4;7;8;3;3;2;2;8;8;14;31;20;28;18;12;78;42;13;30;85;10;19;5;8;10;19;5;7;1;3;4;44;18
"503";"R_RgJNfNurqMWe6hb";3;2;8;7;7;7;5;6;4;5;7;24;32;22;23;22;12;79;33;12;27;72;6;21;12;13;11;13;5;13;2;3;8;50;30
"504";"R_rjyGNTJGc1rSotH";30;1;6;4;6;3;3;2;2;4;4;11;23;29;30;14;7;80;28;12;28;68;10;16;8;8;7;19;3;9;1;3;6;43;21
"505";"R_RmNGP6WhYpkUnOp";18;1;7;9;6;4;4;4;4;8;3;21;28;29;36;25;11;101;42;18;32;92;5;13;9;10;14;19;3;16;1;3;3;59;19
"506";"R_RqM9ZpOvnKl9EOJ";27;2;4;5;4;5;4;4;2;5;5;16;22;18;20;8;12;58;11;14;8;33;8;43;10;7;4;10;6;5;1;9;14;26;40
"507";"R_RRKOS9cPYXTEdNf";9;3;4;8;4;8;3;5;4;7;3;25;21;25;19;20;6;70;21;14;23;58;6;24;6;7;5;18;7;10;2;3;8;40;26
"508";"R_rrxadGqm3fcRY2d";44;2;6;4;7;6;2;4;2;4;4;16;23;24;37;24;11;96;34;14;23;71;12;13;8;8;7;20;6;17;1;3;3;52;21
"509";"R_RsGbqJVF8dKKwaR";58;2;5;3;8;3;6;3;4;8;6;13;33;26;28;26;11;91;40;14;22;76;9;17;9;9;14;19;5;15;2;3;4;57;23
"510";"R_RsHzKkJLOvuxkK5";51;1;7;3;10;4;2;2;3;10;9;12;38;22;36;22;13;93;28;17;35;80;9;18;8;9;7;18;4;9;2;4;4;43;22
"511";"R_RwcQN2inl0IWfap";24;1;5;5;2;4;2;3;3;3;4;15;16;19;28;13;9;69;23;9;19;51;9;30;8;8;4;14;7;11;3;5;6;37;29
"512";"R_Rwpm4jdT1e27b5D";30;2;4;8;4;9;5;5;2;4;4;24;21;20;16;11;6;53;25;12;14;51;6;26;8;6;5;14;6;4;2;6;6;29;28
"513";"R_RxmsQr2n04taPBL";41;2;7;6;10;5;9;4;5;10;8;20;44;19;31;30;15;95;41;14;24;79;9;9;9;13;14;20;5;19;1;2;3;66;20
"514";"R_s5NhhhUB1rS8wH7";34;2;8;4;6;6;2;4;6;4;8;20;28;23;24;19;6;72;26;9;15;50;8;12;7;7;8;16;6;10;2;5;8;41;28
"515";"R_sGo69nss7LYoSUF";39;2;8;6;7;4;4;5;3;8;8;18;35;24;32;28;15;99;33;14;29;76;11;18;10;16;9;16;4;14;3;5;4;55;26
"516";"R_SK6D1fqlSVTJSE1";16;2;6;5;5;9;5;2;3;5;3;19;24;26;32;26;13;97;17;11;9;37;11;36;11;7;5;8;6;4;3;10;7;24;37
"517";"R_snzBJh3PwUncwP7";44;1;8;4;8;4;8;4;4;5;8;16;37;27;40;29;14;110;41;14;33;88;12;9;9;4;9;19;5;18;1;3;3;50;21
"518";"R_stIiHUFChAqaxR7";12;2;6;8;8;5;6;5;4;7;7;22;34;16;17;16;12;61;26;14;21;61;3;36;12;13;9;15;7;9;3;6;6;46;34
"519";"R_sY91BcFBgGgUWVX";33;2;9;9;8;6;6;5;4;8;7;24;38;16;27;22;10;75;25;16;13;54;7;24;9;10;5;12;7;10;3;8;8;37;35
"520";"R_sYgmmKTeyBq7jsl";26;2;4;7;8;9;4;7;3;4;4;26;24;22;16;24;11;73;22;8;19;49;5;9;10;9;10;13;7;7;2;5;10;39;34
"521";"R_T881HzKhieBNrVL";17;1;9;10;10;4;4;5;4;8;9;23;40;24;21;16;8;69;28;14;22;64;6;23;8;9;11;19;3;10;2;5;4;49;22
"522";"R_tFG7lDLUXXdTB5L";25;2;6;5;5;6;6;6;4;6;4;21;27;19;25;19;9;72;29;12;19;60;9;26;10;10;7;12;5;9;2;4;6;38;27
"523";"R_tGNJkxBKUhAdGFz";30;2;6;6;6;4;4;5;4;8;4;19;28;22;28;22;12;84;36;16;35;87;10;30;11;13;9;12;3;13;4;3;9;47;30
"524";"R_TkdJwm4yOIXKmAx";9;2;8;6;8;6;10;5;4;6;7;21;39;25;21;24;12;82;38;18;33;89;6;33;9;11;12;16;5;14;4;5;7;53;30
"525";"R_TsUeFAwbSJnSQmJ";14;1;9;9;10;3;7;4;4;5;6;20;37;20;14;13;12;59;15;14;11;40;3;45;11;11;8;7;10;5;4;9;7;31;41
"526";"R_TuNKD9eGPvMK3Rv";38;2;5;6;4;7;4;3;3;4;4;19;21;22;30;19;12;83;30;10;16;56;9;9;8;7;6;15;5;7;2;4;7;35;26
"527";"R_u8F6DsztFxP1GoN";46;1;8;5;10;5;4;3;4;10;7;17;39;20;22;24;14;80;37;14;25;76;7;17;8;12;13;18;3;18;1;3;4;61;19
"528";"R_ugF9Of4qNawUvvP";50;2;7;5;7;3;6;3;3;8;10;14;38;12;23;18;14;67;36;14;25;75;7;21;11;9;11;17;6;15;1;3;3;52;24
"529";"R_Um3RbsoLNbuyUP7";40;2;6;6;7;3;4;4;5;6;6;18;29;23;16;14;6;59;17;10;13;40;6;23;9;6;7;15;6;7;3;4;8;35;30
"530";"R_uqUpkg7kXWFGiid";50;2;9;9;7;8;3;8;2;9;8;27;36;13;27;9;12;61;22;16;15;53;5;27;12;13;7;12;9;9;4;7;10;41;42
"531";"R_Ut1z9rkPgdxCwOl";37;2;8;6;7;7;6;5;2;6;8;20;35;20;31;17;12;80;31;18;28;77;9;32;12;10;11;12;6;12;2;4;3;45;27
"532";"R_ut9CzaPcM4psYSZ";23;2;7;5;5;5;8;3;4;6;7;17;33;21;24;22;14;81;33;17;29;79;7;28;8;9;11;18;3;14;3;4;4;52;22
"533";"R_UuczciEd816FenL";36;2;4;9;5;5;2;7;2;5;3;23;19;15;35;21;13;84;17;14;16;47;9;36;11;7;4;11;8;9;3;6;8;31;36
"534";"R_uvTCKlfC71DUNXj";49;2;9;2;9;2;9;2;2;4;9;8;40;13;34;15;12;74;43;18;34;95;9;10;12;4;11;20;6;20;1;2;3;55;24
"535";"R_UX7q0pbnMMrzNDz";26;2;10;7;9;7;5;5;2;10;10;21;44;22;27;26;11;86;10;10;9;29;7;37;20;6;5;4;10;9;5;9;10;24;54
"536";"R_uyrwqLTkruwJzq1";27;2;4;3;4;8;3;5;2;3;6;18;20;22;12;12;10;56;24;15;15;54;3;36;11;6;8;13;7;5;1;7;14;32;40
"537";"R_V2SWYURdiWjDR7P";27;1;5;8;5;8;5;8;4;5;4;28;24;28;10;23;9;70;18;11;10;39;6;29;15;6;8;10;5;6;4;8;11;30;43
"538";"R_vBjDWVlwjrLWnPX";5;2;6;7;8;4;6;4;2;8;4;17;32;13;19;20;11;63;35;14;22;71;6;37;6;12;11;13;6;9;2;5;4;45;23
"539";"R_vDCUcwPyZk0ly7v";47;1;8;5;8;4;5;4;4;8;8;17;37;17;27;20;9;73;39;13;27;79;7;11;8;8;10;17;3;12;1;3;5;47;20
"540";"R_vrfamsTG51EFXpv";22;2;5;9;4;4;2;3;4;7;3;20;21;26;16;20;8;70;29;18;26;73;6;36;15;10;9;15;8;13;1;4;5;47;33
"541";"R_vSGLl8G03vhqxEt";24;2;9;5;10;4;4;4;4;10;5;17;38;25;39;30;15;109;22;16;33;71;10;37;9;11;11;9;6;9;3;8;6;40;32
"542";"R_vuAzGV7un2CB4Yx";12;1;4;10;5;4;2;6;4;4;4;24;19;29;19;21;7;76;23;12;29;64;8;25;13;8;5;6;6;9;5;4;7;28;35
"543";"R_VWJDUzznAvHC2Gt";37;1;4;6;5;4;3;5;4;8;6;19;26;23;24;24;11;82;44;19;23;86;7;17;8;11;12;19;6;15;1;5;5;57;25
"544";"R_vxektxUNT7XBuBr";20;2;9;4;10;3;8;2;3;9;9;12;45;28;39;23;12;102;45;17;39;101;12;10;4;9;15;20;2;20;1;2;3;64;12
"545";"R_vZiNYDrF1wy07mx";24;2;8;8;9;5;5;4;4;8;8;21;38;24;38;21;12;95;25;16;21;62;11;27;8;10;7;17;5;14;2;4;3;48;22
"546";"R_W0E0dpQthBlo4rD";11;2;4;6;3;5;4;4;3;5;4;18;20;24;11;15;6;56;28;10;14;52;3;30;17;11;8;9;9;9;3;5;9;37;43
"547";"R_w14VG0OOuHd0OYN";42;2;9;9;8;4;3;3;2;9;4;18;33;20;32;13;11;76;35;14;25;74;9;15;10;8;8;16;4;9;2;3;5;41;24
"548";"R_Wcym3iGwPDQCitP";44;2;9;6;8;4;5;2;3;7;7;15;36;18;21;18;12;69;23;9;13;45;6;11;11;7;7;20;4;16;3;3;6;50;27
"549";"R_WDTARKqsNgaaIOl";29;1;7;9;9;5;5;7;5;8;8;26;37;19;17;20;11;67;32;16;26;74;7;25;9;12;8;14;7;10;2;4;7;44;29
"550";"R_WlEfEBT1rQYxFKN";8;2;8;4;4;8;4;7;4;4;4;23;24;25;26;11;6;68;25;12;16;53;9;27;9;8;9;15;7;9;2;5;14;41;37
"551";"R_wYqUcWcINH1bClH";19;2;3;9;6;7;3;3;4;5;4;23;21;24;27;28;13;92;23;20;23;66;8;26;14;7;6;10;4;9;3;8;7;32;36
"552";"R_wZQs8U2KGRunlBv";19;2;6;4;3;6;4;8;5;8;2;23;23;27;22;23;7;79;18;8;23;49;8;24;7;5;6;14;5;4;1;7;7;29;27
"553";"R_x9m6ft2u4Z96lqh";15;1;7;3;3;10;3;4;4;5;3;21;21;26;13;6;9;54;10;12;8;30;4;43;15;9;5;8;10;4;2;10;10;26;47
"554";"R_xbgWt7bTtGh4MCd";34;2;7;8;6;7;6;4;4;8;8;23;35;11;15;12;10;48;19;18;9;46;3;36;15;6;6;6;10;5;4;9;11;23;49
"555";"R_xEgp10GIhpmgMvL";49;2;4;3;5;6;6;2;2;7;8;13;30;14;33;20;6;73;26;13;11;50;10;18;10;14;12;19;9;9;1;6;5;54;31
"556";"R_XGOEMk3jZADzGxP";41;2;8;8;9;5;6;2;3;6;8;18;37;22;28;19;13;82;22;14;13;49;9;28;6;9;10;16;6;7;2;4;3;42;21
"557";"R_XIoZXayAg8O6fhD";45;1;5;5;7;4;5;5;3;7;6;17;30;25;21;19;11;76;44;15;34;93;6;9;8;10;9;18;2;12;1;2;5;49;18
"558";"R_XiVXzP44K2N05gJ";40;2;6;8;6;4;4;4;4;5;5;20;26;12;17;12;11;52;25;13;18;56;6;35;9;9;6;12;5;7;2;4;5;34;25
"559";"R_XmNJJkqVoK7xrod";30;2;4;6;8;3;5;2;4;6;7;15;30;22;37;19;12;90;38;15;26;79;8;10;11;11;12;18;4;13;2;4;3;54;24
"560";"R_xrobvEprOEQDKQp";35;1;4;8;3;2;4;7;3;6;4;20;21;23;31;21;6;81;18;13;12;43;9;29;9;12;8;13;5;7;2;7;11;40;34
"561";"R_XZemFeyEhNvXR1D";10;2;6;6;8;5;3;4;2;5;7;17;29;24;26;23;7;80;38;20;35;93;7;18;11;12;13;18;4;16;1;2;3;59;21
"562";"R_Y34aSUyBz65dxv3";19;2;6;3;10;4;8;2;4;10;8;13;42;19;24;12;14;69;33;15;16;64;5;10;6;8;12;19;5;13;2;6;5;52;24
"563";"R_Y3JVMSzXEQLMAa5";52;2;4;8;4;4;3;4;3;4;6;19;21;19;16;16;12;63;23;9;14;46;5;12;8;9;8;17;6;8;2;4;10;42;30
"564";"R_Y5hm4yb8zHf0Dzb";34;2;7;7;7;4;7;4;3;7;4;18;32;21;21;17;12;71;30;12;17;59;7;21;6;10;9;16;4;12;1;6;5;47;22
"565";"R_ylRGs59MD7lUGKR";32;2;5;5;3;9;3;4;2;3;4;20;18;18;16;14;8;56;14;9;9;32;3;20;15;5;8;10;8;8;4;6;12;31;45
"566";"R_YRMlGWQueGoWANj";6;2;6;8;5;8;4;7;3;7;4;26;26;22;28;20;12;82;38;16;29;83;9;20;9;10;7;17;4;13;2;3;3;47;21
"567";"R_yrUq5gXa8gRLQ3f";17;2;7;8;6;7;4;7;5;4;4;27;25;20;14;22;6;62;19;8;14;41;4;23;11;9;6;14;8;11;2;8;8;40;37
"568";"R_ysQPYglNuPSEga5";36;1;5;3;6;3;4;2;2;6;4;10;25;25;34;28;9;96;40;13;33;86;9;9;5;8;9;19;3;11;1;2;4;47;15
"569";"R_YVL7JaWwVXaBcop";23;2;8;5;7;4;7;3;4;8;7;16;37;21;18;13;12;64;30;14;20;64;4;35;9;9;8;15;7;9;2;5;6;41;29
"570";"R_yxBHpOiNKXBOJKV";22;2;9;6;10;5;2;2;6;3;4;19;28;28;17;13;9;67;33;14;21;68;7;27;7;12;9;16;6;10;2;4;6;47;25
"571";"R_z8ceLtzEGkTgT2F";33;1;7;3;8;3;5;3;4;6;7;13;33;29;39;29;11;108;37;15;32;84;12;14;5;7;8;19;3;10;1;3;4;44;16
"572";"R_z8oTTZqqlSd7VHb";48;2;6;6;5;7;2;8;4;8;6;25;27;18;9;14;15;56;28;18;21;67;3;25;11;10;7;14;5;5;2;5;4;36;27
"573";"R_zcWlFDkHtOEEfTz";25;2;7;6;9;10;4;6;4;6;7;26;33;22;19;12;9;62;16;15;15;46;6;34;11;8;7;12;7;9;3;8;10;36;39
"574";"R_ZdHFpe7u40h5Goh";47;1;10;4;9;3;6;2;3;5;8;12;38;14;32;24;12;82;40;17;34;91;9;9;9;13;12;18;4;15;1;2;7;58;23
"575";"R_ZEvbuzagoyGp1MR";20;2;8;6;9;7;6;2;2;8;8;17;39;22;14;13;6;55;24;10;16;50;3;30;10;11;9;11;7;10;3;8;8;41;36
"576";"R_ZJ0Du9LqYGk8HRL";40;2;4;7;4;6;4;4;2;4;5;19;21;22;16;6;10;54;20;10;11;41;3;22;12;10;8;13;7;8;3;7;11;39;40
"577";"R_ZmGZGsZZkdNZi4F";36;2;5;5;7;3;3;3;4;3;6;15;24;25;14;14;9;62;25;15;13;53;3;9;9;8;8;19;6;10;2;6;13;45;36
"578";"R_ZsG93rgsP6zYIH7";49;2;10;5;8;4;8;2;4;10;9;15;45;23;38;28;14;103;41;19;35;95;10;14;14;13;13;18;4;15;2;2;5;59;27
