"";"ResponseId";"age";"genre";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"150";"R_24MztbDkZTGrBwC";29;2;4;8;6;3;8;4;4;6;5;19;29;13;34;26;12;85;26;16;16;58;10;17;6;12;11;14;6;16;4;4;5;53;25
"151";"R_24q0KBwngrcIsO6";5;1;9;3;4;7;8;5;2;8;10;17;39;12;25;9;12;58;18;11;21;50;7;32;7;6;7;12;7;7;2;8;9;32;33
"152";"R_24vEw8qbXDH15ry";35;1;10;10;10;4;4;3;2;10;8;19;42;26;37;30;14;107;41;21;32;94;11;12;6;13;8;16;4;12;2;3;3;49;18
"153";"R_25TreCTxXFhlFAp";34;2;9;10;4;7;4;4;2;7;5;23;29;22;30;22;6;80;25;17;15;57;9;27;12;12;9;16;7;9;2;9;10;46;40
"154";"R_269maf7IDLTxqvX";41;2;8;5;8;3;8;4;4;6;8;16;38;17;32;14;15;78;24;12;17;53;9;9;7;12;14;16;6;13;2;7;5;55;27
"155";"R_26hV0EBNFeCjUa2";34;2;6;6;4;4;4;3;2;6;5;15;25;14;15;12;11;52;16;13;11;40;6;38;12;11;10;11;8;10;3;10;9;42;42
"156";"R_27Ik1vBj1heIErz";20;1;7;5;8;7;2;4;4;10;7;20;34;28;24;12;15;79;34;14;24;72;7;18;5;14;9;20;6;13;2;3;4;56;20
"157";"R_27UWhSrLRh5xSIG";32;2;4;10;5;7;3;9;6;4;6;32;22;19;17;10;7;53;20;12;10;42;6;31;10;11;9;12;7;11;5;5;8;43;35
"158";"R_27xvb8m8VAwslHO";20;1;4;6;4;5;2;7;5;5;4;23;19;11;26;13;11;61;20;16;19;55;8;36;14;7;5;8;9;6;3;9;7;26;42
"159";"R_28Am2GSUyyKMCar";37;1;10;5;8;5;2;3;4;6;3;17;29;28;39;26;13;106;36;17;26;79;9;9;4;12;13;19;5;19;1;3;4;63;17
"160";"R_28NBEnEvblZnwi2";44;1;6;6;4;5;4;5;4;6;6;20;26;20;16;17;10;63;24;14;18;56;4;13;10;8;7;15;8;8;2;4;9;38;33
"161";"R_28XP45wW0rJ5Opp";21;2;6;6;8;9;6;4;2;6;6;21;32;7;29;6;10;52;25;11;15;51;9;35;9;10;8;11;4;9;3;4;6;38;26
"162";"R_299WjoaHbMOWN9F";46;1;5;7;4;10;3;4;2;5;4;23;21;20;8;7;8;43;10;9;8;27;3;28;10;9;5;13;7;7;3;9;12;34;41
"163";"R_2aDoCONelMl4tN1";35;2;4;4;9;4;3;4;3;7;5;15;28;22;18;12;11;63;24;14;11;49;6;24;11;9;7;15;6;9;2;7;7;40;33
"164";"R_2aENTBK01AhniCL";40;2;5;5;8;4;4;2;2;7;9;13;33;14;18;23;12;67;26;14;19;59;9;20;8;9;8;16;6;8;4;8;8;41;34
"165";"R_2aFhgEexoIBYW60";34;2;7;5;7;6;7;3;2;8;9;16;38;21;14;12;8;55;24;15;14;53;6;30;10;6;6;14;7;6;2;6;8;32;33
"166";"R_2agVZ0tsn6MWTKE";18;1;8;7;9;4;4;4;8;10;8;23;39;19;24;9;14;66;39;18;30;87;7;18;11;14;11;16;5;14;2;5;5;55;28
"167";"R_2AM76JZPqjNC0sk";50;1;9;4;8;10;4;3;2;10;9;19;40;23;26;17;12;78;27;12;20;59;8;10;8;9;11;17;6;13;3;5;6;50;28
"168";"R_2anliyQ5GqiwH4e";58;1;4;6;6;4;5;4;3;6;4;17;25;16;31;19;11;77;44;17;32;93;8;11;5;8;12;17;3;16;1;3;5;53;17
"169";"R_2b18PqBxFaNcTIf";37;2;6;10;6;7;5;7;7;7;5;31;29;18;24;21;12;75;17;13;12;42;8;32;12;12;7;7;9;6;4;10;5;32;40
"170";"R_2BfzKyp87C4ENAG";27;2;9;10;10;8;4;8;6;7;8;32;38;22;32;26;13;93;40;24;28;92;9;30;15;10;8;12;7;12;3;10;6;42;41
"171";"R_2bV2APwmmMX7faM";37;1;8;4;5;3;4;2;4;4;6;13;27;15;40;17;15;87;36;13;27;76;12;10;6;6;6;19;4;9;1;3;4;40;18
"172";"R_2ByVVzJHjVank94";47;1;7;3;7;2;2;2;2;5;2;9;23;20;19;12;7;58;34;11;24;69;6;18;7;9;7;17;7;8;1;4;4;41;23
"173";"R_2CJpEIwq5AX8Uf9";30;2;8;4;8;4;7;3;2;8;8;13;39;21;20;13;11;65;20;10;14;44;4;25;6;8;5;11;6;6;3;6;10;30;31
"174";"R_2Ck0XEePeY6IrID";25;2;5;7;4;7;2;8;4;7;4;26;22;16;26;22;11;75;26;16;21;63;9;35;9;12;6;10;6;7;3;6;6;35;30
"175";"R_2CkcoNpadhlzYQB";31;2;7;4;7;5;4;3;2;5;5;14;28;20;22;20;11;73;30;11;23;64;4;15;7;10;8;17;6;9;2;5;6;44;26
"176";"R_2cnk5xPbQBsA6fL";13;2;4;5;5;5;4;4;2;7;5;16;25;25;32;24;9;90;20;15;25;60;9;28;9;11;8;12;7;9;2;8;5;40;31
"177";"R_2cqs8L9PVJhQleN";48;2;5;6;4;5;4;2;5;4;5;18;22;19;13;14;9;55;31;12;20;63;3;11;9;8;6;17;5;8;2;3;6;39;25
"178";"R_2CqsCGhESR8pbgf";31;2;8;6;9;8;4;4;3;6;4;21;31;21;14;12;12;59;37;14;20;71;7;9;7;10;12;17;7;10;2;8;4;49;28
"179";"R_2CrL8GX7tAJGU3n";28;2;10;9;9;3;5;5;4;8;6;21;38;22;28;22;12;84;10;11;9;30;9;30;12;9;9;13;10;7;3;10;11;38;46
"180";"R_2cu20jswoVl5DLB";30;2;9;8;10;4;6;3;2;10;9;17;44;30;26;23;12;91;27;9;14;50;8;10;11;8;12;18;7;13;1;2;5;51;26
"181";"R_2CxYRImd0HMhkUi";27;2;9;8;10;4;7;3;4;10;7;19;43;24;32;23;15;94;37;15;23;75;9;12;9;9;12;19;6;9;1;3;3;49;22
"182";"R_2D1g93cqLG3Dqzj";39;2;4;4;5;7;6;2;2;10;9;15;34;21;14;8;14;57;21;13;9;43;3;21;5;7;10;15;7;8;1;7;10;40;30
"183";"R_2D2LYEqtkPEEdxW";51;1;10;2;10;6;4;3;2;10;10;13;44;21;30;18;12;81;36;17;22;75;9;10;9;12;9;20;6;13;1;5;9;54;30
"184";"R_2dMa3cr8rnSx8Ny";28;2;10;7;10;6;8;3;2;9;10;18;47;27;36;24;12;99;41;18;27;86;10;15;10;12;13;17;5;18;2;3;4;60;24
"185";"R_2dmgfPtUQ3hV23h";29;3;10;4;10;3;4;2;3;9;2;12;35;9;40;29;15;93;14;12;25;51;12;18;9;14;14;20;10;11;3;9;9;59;40
"186";"R_2drIgu0Eso6HdVk";22;2;5;5;5;6;5;5;5;4;5;21;24;20;16;10;9;55;14;13;9;36;5;33;15;8;8;8;9;6;2;8;13;30;47
"187";"R_2dsbuNumhgeOFy9";26;2;8;6;9;6;7;3;3;8;4;18;36;17;28;20;6;71;41;17;20;78;9;22;5;8;13;16;5;14;3;6;4;51;23
"188";"R_2e5qxqB7K2RnTUg";8;2;6;5;10;3;5;2;2;6;8;12;35;27;27;14;9;77;35;17;15;67;7;42;10;13;7;10;8;11;4;6;8;41;36
"189";"R_2e9VJs8Arx3iiSD";48;1;7;5;4;4;4;4;2;5;5;15;25;18;25;12;9;64;29;13;21;63;7;30;10;8;7;16;5;8;1;4;4;39;24
"190";"R_2EgFLEXTh6mXrMH";30;2;4;5;9;7;4;5;2;6;4;19;27;12;20;19;12;63;30;13;21;64;6;18;6;11;8;19;4;9;2;3;6;47;21
"191";"R_2EtnhKk4OgqKXvW";28;2;6;7;8;4;4;4;5;8;5;20;31;26;25;17;7;75;23;12;15;50;9;33;12;11;9;12;6;9;2;7;8;41;35
"192";"R_2fBx8EyQYZLkhsZ";24;1;7;5;6;4;4;4;5;6;4;18;27;21;25;18;12;76;35;16;33;84;7;23;4;8;8;18;4;10;2;3;4;44;17
"193";"R_2fecTjjFcCbJ5Vr";51;2;6;6;5;4;4;3;4;6;6;17;27;21;29;23;8;81;44;14;31;89;9;26;6;11;11;15;4;16;2;2;6;53;20
"194";"R_2fIJtVCIYywIV0Z";27;2;4;6;9;5;5;4;4;6;7;19;31;26;32;27;12;97;45;19;39;103;11;19;13;13;9;18;6;13;2;3;3;53;27
"195";"R_2fq9DGzocRTPAYp";52;2;7;6;7;4;3;3;4;9;5;17;31;17;22;14;12;65;30;12;16;58;6;25;10;9;11;17;6;8;2;5;4;45;27
"196";"R_2fqU70AHqfuXMxU";32;2;4;8;3;8;2;8;6;5;3;30;17;10;26;13;14;63;27;13;21;61;8;28;10;9;7;13;5;7;3;8;6;36;32
