"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9___Alim__motionnel";"Q10___Alim__motionne";"Q11___Alim__motionne";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27"
"185";823;1;2021-12-12 06:02:32;"R_1prpFuQAILzhGgW";2;2;3;4;2;3;2;2;1;1;2;2;3;3;3;4;2;1;5;5;4;4;4;2;2;1;3;4;5;3;3;3;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;5;3;2;4;1;5;1;4;2;4;2;2;1;2;4;4;1;4;2;2;4;3;4;3;4;3;4;3;3;3;3;2;2;3;5;4;2;4;2;1;3;4;2;3;1;4;3;4;2;4;2;4;3;2;1;4
"186";35185;1;2021-12-12 06:19:40;"R_1oe7HhCQUIsv3n7";3;3;4;4;3;3;4;4;2;1;2;2;3;3;2;4;3;2;4;4;5;4;4;4;4;4;2;3;3;4;2;2;4;4;4;4;4;4;4;4;4;2;2;2;3;3;3;4;4;3;4;4;4;3;4;3;3;3;3;4;2;2;2;3;4;3;2;4;4;4;4;4;4;4;4;4;4;3;3;1;3;4;3;5;3;2;1;3;2;4;3;2;3;4;2;3;2;2;2;2;3;2;3
"187";814;1;2021-12-12 06:41:50;"R_RRKOS9cPYXTEdNf";2;4;2;4;2;4;1;2;3;2;2;4;1;4;3;2;2;2;2;4;5;4;4;4;4;2;1;4;4;3;2;2;4;5;4;2;2;2;4;3;3;2;2;2;2;3;2;3;3;2;4;3;4;2;3;3;4;3;2;4;4;3;2;2;4;2;2;3;2;2;3;3;3;2;3;3;1;2;1;1;1;4;1;4;2;2;2;2;3;2;4;2;1;3;2;2;2;2;2;4;1;1;2
"188";1111;1;2021-12-12 06:42:40;"R_3dXpkwRkJlCjwyI";3;5;5;3;3;3;3;3;3;2;3;4;3;2;4;4;1;2;4;1;5;1;1;5;5;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;4;3;1;1;2;3;5;5;5;4;4;3;3;3;5;2;1;1;4;4;5;3;1;1;1;1;1;1;1;1;1;1;2;2;2;4;3;2;5;5;3;1;4;1;1;1;3;5;4;1;1;2;2;1;5;5;4;3
"189";992;1;2021-12-12 07:12:43;"R_3rHgORap3PaXpeG";3;3;5;2;3;4;2;5;1;2;2;4;2;2;4;4;1;2;5;1;3;3;1;2;2;3;4;1;1;5;5;5;5;3;1;5;5;5;2;5;4;3;4;4;4;4;4;5;1;4;4;4;3;2;2;4;3;4;4;4;1;4;3;1;4;4;3;5;5;4;5;5;5;4;4;4;3;5;5;1;4;4;4;5;1;3;4;5;1;2;1;3;3;3;3;1;5;3;2;5;5;2;1
"190";903;1;2021-12-12 08:01:07;"R_1rJKmPkNlJqnJva";3;2;2;5;5;5;5;2;2;1;2;4;2;5;5;2;2;1;3;3;4;4;3;4;2;4;2;4;3;3;3;4;4;4;4;2;2;2;4;4;4;3;2;3;3;3;3;3;1;3;3;2;4;2;3;4;1;4;3;2;2;2;2;1;2;3;3;4;3;1;3;3;1;1;1;3;1;3;2;1;2;5;4;4;2;3;1;5;2;1;1;2;1;5;2;2;3;2;5;2;5;1;2
"191";1093;1;2021-12-12 08:50:21;"R_2dsbuNumhgeOFy9";4;4;5;3;4;2;3;4;2;2;4;4;2;3;4;2;1;1;5;3;3;3;3;4;3;2;4;3;3;4;4;4;4;4;4;2;2;2;3;4;4;3;3;3;4;4;3;3;3;4;2;2;1;2;2;4;2;4;4;1;1;3;3;2;2;3;3;3;2;3;2;3;2;3;2;2;1;2;4;2;2;4;4;3;2;4;3;1;1;1;1;3;1;5;1;2;4;3;4;3;2;2;1
"192";956;1;2021-12-12 08:54:08;"R_2CqsCGhESR8pbgf";4;4;5;4;4;2;2;4;2;1;2;2;2;4;4;2;2;2;5;5;5;4;5;2;2;2;1;4;4;2;2;2;2;4;4;4;4;4;2;2;2;2;2;3;4;2;3;5;1;3;4;2;2;1;1;4;2;4;4;3;1;3;2;3;3;3;3;1;1;1;1;1;1;1;1;1;1;2;5;5;4;5;3;5;3;4;2;4;2;2;2;2;1;4;1;1;2;2;3;2;2;1;1
"193";1294;1;2021-12-12 09:26:58;"R_2fIJtVCIYywIV0Z";2;3;4;3;2;3;3;5;2;2;2;3;3;2;3;4;2;2;4;2;5;1;2;4;4;5;1;1;2;1;5;5;4;4;5;4;4;4;4;5;5;4;4;3;5;4;5;2;2;5;2;5;1;5;2;5;1;4;5;5;1;1;1;4;3;5;4;3;2;2;2;2;2;2;2;2;4;2;1;1;2;5;4;5;4;4;3;5;1;1;1;5;4;4;1;1;2;2;2;2;3;2;1
"194";901;1;2021-12-12 09:36:32;"R_sY91BcFBgGgUWVX";5;4;4;4;4;5;3;4;3;2;3;4;3;2;4;4;2;2;4;3;3;4;3;4;2;4;4;4;1;3;3;4;4;3;4;2;4;4;4;4;4;3;2;2;2;4;2;4;3;3;5;1;4;1;3;3;3;4;4;1;3;5;3;2;5;2;3;4;2;2;2;2;3;2;3;4;2;2;1;4;4;3;2;4;2;2;3;3;4;3;2;1;2;2;2;3;4;3;4;3;2;4;3
"195";683;1;2021-12-12 09:46:31;"R_3hGvAXIf9KjGn9M";2;5;3;5;3;5;2;1;2;2;1;3;3;5;2;3;4;2;4;1;4;4;1;2;2;4;2;1;1;3;4;4;3;2;2;4;4;4;1;5;4;4;4;4;4;4;3;4;3;3;3;2;3;2;2;4;3;4;4;3;3;5;4;3;2;3;3;3;1;3;1;3;2;2;2;1;3;3;1;1;1;4;3;4;1;4;2;4;2;4;3;2;4;5;1;4;2;4;2;2;3;1;2
"196";866;1;2021-12-12 09:49:54;"R_3iJU98gYD63pD3m";1;2;3;4;3;4;1;1;3;2;1;3;2;4;3;2;4;1;3;5;4;4;4;2;2;2;2;4;5;2;2;4;4;4;1;5;4;4;4;4;4;1;1;2;4;3;3;4;2;3;4;3;4;3;2;3;3;3;3;4;3;4;3;1;4;3;2;2;2;1;2;2;2;1;2;1;1;1;1;2;1;3;3;2;2;3;2;1;2;1;4;1;1;4;1;1;1;1;3;2;2;1;2
"197";951;1;2021-12-12 09:56:37;"R_r1icscfQRZsRH8t";2;2;2;5;4;3;1;3;2;1;3;4;5;5;4;5;1;1;2;5;4;5;5;3;3;3;1;5;5;2;2;2;3;5;5;3;5;5;3;2;3;1;2;2;2;2;2;4;2;2;5;3;5;3;4;1;4;2;2;3;2;2;3;1;5;2;2;3;4;4;3;3;3;3;3;3;1;2;2;3;5;5;2;1;5;2;1;3;3;2;4;1;5;3;5;5;4;2;5;2;2;3;4
"198";852;1;2021-12-12 10:10:36;"R_ugF9Of4qNawUvvP";3;3;4;2;4;2;3;3;2;2;3;3;5;1;5;5;1;1;5;4;3;3;4;3;4;3;4;4;4;3;4;4;4;2;1;4;5;5;4;3;1;2;3;2;4;4;3;4;1;4;4;3;2;3;3;4;3;4;4;4;1;3;3;1;3;4;4;4;3;2;1;4;2;2;2;1;2;3;4;1;2;5;3;4;4;4;4;1;1;1;1;3;4;4;2;1;4;1;2;4;1;1;1
"199";701;1;2021-12-12 10:36:18;"R_23WWyqqN6PNZYyh";3;3;3;2;3;3;2;3;1;3;2;3;3;3;4;3;1;1;4;2;3;4;4;2;2;2;4;4;4;2;3;3;4;2;4;5;4;4;4;2;3;2;2;2;1;3;2;4;3;3;4;1;4;1;4;3;4;4;3;2;3;3;3;2;5;3;3;4;4;3;3;3;3;2;4;3;3;3;2;2;4;5;3;3;3;2;1;2;3;2;3;2;3;2;2;3;3;3;3;3;3;3;3
"200";8948;1;2021-12-12 11:28:48;"R_12KmFQ0DRtd7K21";3;2;4;2;3;2;3;4;2;1;2;2;4;2;4;4;2;1;4;2;4;2;2;4;4;4;4;1;1;5;5;5;5;4;2;4;3;3;4;4;4;3;3;3;2;4;3;4;1;3;3;1;3;1;1;4;2;4;4;2;1;4;4;1;3;3;3;3;2;4;4;4;4;3;4;4;1;1;5;2;1;5;4;5;5;3;5;5;1;1;1;4;4;3;2;1;5;1;3;5;1;1;1
"201";602;1;2021-12-12 11:37:49;"R_2YsIKyYxEw9uvth";2;5;4;5;4;5;1;2;5;1;2;5;2;5;5;4;5;1;3;5;5;5;5;1;1;1;4;5;5;1;1;1;2;4;4;3;3;3;2;2;2;1;1;1;3;4;3;2;1;3;3;3;1;2;1;4;3;4;3;2;1;4;4;1;3;4;2;2;4;2;4;2;4;2;4;2;4;5;1;1;2;5;3;5;2;2;1;3;4;2;4;2;3;5;1;4;4;5;5;2;5;5;4
"202";571;1;2021-12-12 11:44:11;"R_2dMa3cr8rnSx8Ny";5;4;5;4;5;3;4;5;1;1;4;5;5;2;4;5;2;1;2;1;5;2;1;5;5;4;2;1;1;4;4;4;4;5;5;4;4;4;5;2;3;3;3;4;3;3;4;3;3;4;2;3;2;2;1;4;2;5;4;4;1;3;2;3;2;4;4;2;2;1;2;2;1;1;2;2;2;3;5;1;3;4;4;5;3;5;3;5;1;1;2;4;4;4;1;1;5;2;2;4;1;2;1
"203";840;1;2021-12-12 13:21:36;"R_4SMu0KOw1mqFmOB";2;5;4;3;2;3;1;2;3;3;2;5;2;4;4;2;2;3;2;4;5;2;4;2;4;3;1;4;4;2;3;3;4;4;4;4;4;4;4;3;4;2;2;2;3;3;3;3;1;3;3;3;3;3;2;3;3;3;3;3;2;4;3;1;3;3;3;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;3;2;3;2;3;2;1;1;2;2;4;1;2;3;2;2;2;2;2;2
"204";712;1;2021-12-12 13:33:11;"R_aa4KiHrDlGygWe5";1;5;2;5;2;5;1;2;4;2;1;2;1;4;2;2;3;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;2;3;3;4;4;3;3;3;3;3;2;3;1;3;3;1;2;1;1;3;3;3;2;1;3;2;2;1;3;2;2;3;3;3;3;3;3;3;3;3;1;3;1;1;1;3;4;4;2;4;1;1;5;2;4;2;2;3;1;1;2;1;3;2;2;1;2
"205";714;1;2021-12-12 13:34:41;"R_9tSMzY8twzcqYTv";3;4;4;4;3;5;2;4;2;1;2;2;2;3;4;3;1;1;4;2;4;4;4;2;1;2;5;2;2;4;2;2;4;4;2;4;4;4;4;2;2;3;2;2;4;4;4;3;3;4;3;4;5;4;3;4;3;4;4;4;1;2;3;5;5;4;3;4;4;2;4;4;2;4;2;2;2;5;2;1;4;5;2;4;2;1;2;4;2;1;1;4;4;3;3;1;4;3;2;2;4;3;1
"206";688;1;2021-12-12 13:35:49;"R_1kGlYn6i2rN6uZH";4;5;5;5;5;1;2;5;1;1;2;5;4;5;5;4;1;1;3;5;5;4;5;3;2;4;4;5;5;1;4;2;5;5;2;5;5;5;3;2;3;1;1;1;2;3;2;4;1;3;4;2;4;1;3;1;4;2;2;1;4;5;5;1;5;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;2;5;5;5;1;3;2;1;4;2;1;3;3;5;1;2;5;4;5;2;3;1;5
"207";905;1;2021-12-12 13:36:53;"R_wZQs8U2KGRunlBv";4;2;1;2;2;2;2;2;4;2;2;4;1;4;4;1;4;3;2;1;5;2;4;5;2;4;1;3;4;3;2;2;3;4;5;2;1;4;4;4;4;2;4;2;1;1;1;3;2;2;5;3;4;3;4;2;4;2;2;3;4;2;2;1;4;2;2;4;4;1;4;4;1;1;1;4;1;1;1;2;3;3;3;3;3;1;1;2;2;2;3;1;1;2;3;2;1;1;5;1;1;1;2
"208";678;1;2021-12-12 14:28:08;"R_3Q8UdS6QPyPwVsl";3;2;4;3;3;3;4;3;2;1;1;4;3;3;3;2;3;3;2;4;1;1;3;4;4;4;1;3;3;3;2;4;3;5;5;4;4;4;4;4;4;2;2;3;3;3;4;1;1;4;2;5;2;4;1;4;1;3;5;5;1;1;1;1;1;4;4;2;2;2;2;2;2;1;1;1;4;3;4;1;1;5;3;5;5;5;1;5;1;3;2;5;5;5;1;2;3;3;3;3;3;1;2
"209";1299;1;2021-12-12 15:15:38;"R_2Ym6REJ8FEcbWuN";3;4;4;5;4;4;4;5;2;1;2;4;4;5;4;4;3;1;5;4;2;5;4;4;4;4;5;5;5;2;2;2;2;4;1;4;4;4;4;4;4;1;1;1;3;3;4;4;1;4;4;3;5;3;3;2;3;3;3;3;3;5;3;1;5;3;3;5;5;5;5;5;5;5;5;3;4;5;2;4;5;5;5;5;3;2;1;4;2;3;3;2;2;2;5;4;3;2;3;3;3;1;2
"210";777;1;2021-12-12 15:20:31;"R_1H2dq5n8vCsCUy7";4;4;5;5;5;4;2;5;2;2;3;5;2;4;5;2;1;2;3;2;4;5;1;4;4;4;3;3;2;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;1;4;1;5;3;1;5;2;5;2;4;4;5;4;2;3;4;4;4;2;5;2;1;4;4;4;4;4;4;4;4;2;4;4;4;5;5;5;2;2;1;2;3;3;3;2;2;1;1;2;2;2;2;5;5;3;5;1;3
"211";820;1;2021-12-12 15:37:43;"R_1LRKCe2ThkIENG3";5;4;5;2;5;5;1;5;2;2;5;5;4;1;5;4;3;2;5;4;4;5;5;2;1;4;2;4;4;4;2;2;4;2;5;4;4;4;4;4;4;1;1;1;1;2;1;5;1;1;5;1;5;1;5;2;5;2;1;1;5;4;5;1;5;1;1;5;2;1;1;1;1;1;1;1;4;1;2;5;5;5;4;2;5;1;1;2;5;3;1;1;1;1;1;3;1;5;5;1;5;2;5
"212";845;1;2021-12-12 17:14:04;"R_3HAEQzZAIme0YUr";2;4;5;2;2;3;5;5;2;2;4;5;4;2;5;5;1;1;4;2;5;1;1;5;5;5;2;2;2;5;5;5;5;5;4;5;5;5;5;5;5;3;3;3;4;4;4;3;1;4;3;2;3;2;1;4;2;4;5;1;1;1;2;3;2;3;3;1;1;1;1;1;1;1;1;1;1;5;5;1;3;4;5;5;3;4;2;2;1;1;1;4;3;5;1;2;5;3;2;4;2;1;1
"213";730;1;2021-12-12 17:16:02;"R_A6YLeBlYGM2YdqN";4;4;4;4;4;4;2;4;2;4;2;4;4;2;5;5;2;2;4;4;5;4;2;1;1;1;2;4;4;4;1;4;4;4;5;4;4;4;1;1;2;2;2;3;1;4;1;5;1;1;5;1;5;1;2;2;5;2;1;1;5;5;5;1;4;1;1;2;1;1;1;1;1;1;1;1;4;2;2;2;2;5;4;2;3;2;1;1;2;4;2;1;4;2;1;2;4;2;5;2;3;2;3
"214";638;1;2021-12-12 17:26:21;"R_31n4C87C6rcw3nZ";3;3;5;2;5;4;3;5;2;1;3;5;3;2;5;4;2;1;4;3;4;4;2;3;3;4;4;2;2;4;2;4;4;2;2;4;4;4;4;3;2;3;3;3;3;4;3;4;2;3;3;2;3;2;1;4;3;4;4;3;3;5;4;3;4;2;3;4;5;4;5;5;4;5;5;4;2;3;2;3;3;4;3;4;2;3;2;2;2;1;2;2;2;2;3;2;2;2;4;4;4;4;4
"215";948;1;2021-12-12 17:28:18;"R_2rNnzhTstzjZYJV";3;4;4;3;2;4;2;4;4;4;2;4;2;1;4;2;4;1;4;4;4;3;4;2;2;4;4;4;4;2;4;3;3;4;5;5;4;4;2;3;3;2;2;3;2;4;3;4;1;3;3;3;1;2;1;4;3;4;3;3;2;3;3;1;3;3;3;1;2;1;3;3;1;1;1;2;3;2;2;2;2;4;5;5;3;4;4;4;2;2;3;2;4;4;1;2;3;2;3;3;2;2;2
"216";1082;1;2021-12-12 17:45:52;"R_24CxDlOxFNIRyWJ";1;5;4;5;4;5;3;4;2;1;2;4;2;5;4;4;3;1;4;5;3;5;5;3;1;1;3;4;4;3;3;3;4;2;4;4;4;4;4;1;1;2;2;1;2;3;2;5;1;1;5;3;5;3;3;3;4;3;2;5;4;4;3;1;5;3;1;4;3;1;4;4;4;3;4;4;4;1;1;2;4;4;1;5;2;1;1;5;2;1;1;2;1;3;2;1;5;5;4;1;1;1;3
"217";1569;1;2021-12-12 18:15:31;"R_1lcLEo9LT7hoeNT";5;4;5;2;5;2;1;5;2;2;1;4;2;2;4;4;1;1;5;2;4;2;2;4;2;4;2;1;1;5;5;5;5;2;2;5;5;5;5;5;5;3;3;3;4;4;5;4;3;5;3;4;3;3;1;4;2;5;5;3;1;1;1;5;3;5;4;3;1;4;2;4;1;4;2;1;1;4;5;1;1;3;1;5;1;5;1;5;1;1;1;5;1;4;1;1;5;2;1;5;5;1;1
"218";743;1;2021-12-12 18:50:02;"R_1rwAJ5eRWrcLyRi";2;4;2;1;3;4;3;4;5;2;2;1;1;2;2;2;4;2;4;4;4;4;4;4;3;4;2;4;4;3;1;1;2;4;4;5;5;4;4;2;3;1;1;2;3;3;2;5;3;3;4;1;4;1;3;3;4;3;3;1;2;4;3;3;4;2;2;4;3;4;4;4;3;1;4;4;1;2;2;2;4;4;1;3;4;2;1;2;4;3;4;2;1;4;4;1;2;2;5;1;1;2;1
"219";686;1;2021-12-12 18:53:08;"R_XZemFeyEhNvXR1D";2;2;4;3;4;4;2;4;2;1;1;3;4;2;2;3;2;1;2;4;4;2;3;4;4;4;3;3;2;4;3;4;3;5;4;3;2;2;3;4;4;3;2;2;3;4;3;1;3;4;3;4;3;4;2;4;2;4;5;5;1;1;1;5;3;4;4;2;2;2;2;2;2;2;2;2;4;4;5;1;2;3;4;4;4;4;5;2;1;1;1;4;2;4;1;1;4;1;1;4;1;1;1
"220";788;1;2021-12-12 18:55:05;"R_zcWlFDkHtOEEfTz";3;2;5;5;4;4;2;4;3;2;2;4;2;5;2;5;3;2;3;4;4;5;4;2;2;2;2;4;4;2;3;3;3;5;5;3;3;3;2;2;2;2;2;2;1;3;2;5;4;1;4;2;5;2;4;3;5;3;2;3;4;5;4;2;4;2;2;4;4;3;4;4;4;3;4;4;4;2;2;4;4;4;3;3;3;2;1;2;3;2;3;1;2;2;4;3;4;3;4;2;3;1;4
"221";972;1;2021-12-12 20:08:28;"R_XGOEMk3jZADzGxP";4;4;5;3;4;4;4;4;1;2;2;2;4;2;4;4;1;1;2;2;5;1;4;2;2;4;2;2;2;5;1;3;5;2;2;5;4;4;3;4;4;2;4;3;1;4;3;5;1;3;4;1;4;1;3;4;4;3;3;1;3;5;4;2;5;3;2;4;4;2;4;4;2;2;2;4;2;2;4;2;2;5;5;5;2;1;2;2;1;1;1;2;1;1;3;1;2;2;2;2;3;2;1
"222";412;1;2021-12-12 20:08:36;"R_vBjDWVlwjrLWnPX";3;4;4;2;3;3;3;4;2;1;3;4;2;2;4;2;2;1;5;4;4;5;5;4;2;3;4;4;4;4;2;2;4;3;2;3;4;4;4;4;3;2;2;2;4;4;3;4;1;3;3;2;3;2;1;4;2;4;3;4;1;3;3;1;3;3;2;5;5;4;4;4;4;4;4;3;2;3;4;1;3;5;4;4;2;2;3;4;1;1;2;2;1;3;2;1;2;2;4;3;2;4;1
"223";702;1;2021-12-12 20:57:29;"R_1qe6YOZpCiASUVw";4;5;5;3;4;5;3;5;3;2;3;3;3;2;3;2;2;1;2;5;4;4;5;2;2;2;2;4;5;4;1;1;3;5;5;2;3;3;3;2;3;1;1;1;3;4;3;4;1;3;3;1;4;1;3;5;1;4;4;1;1;3;2;4;4;3;3;2;2;1;1;1;1;1;1;1;2;3;2;3;2;4;5;5;3;4;4;5;1;2;2;3;2;2;1;1;1;2;3;2;2;2;2
"224";914;1;2021-12-12 21:11:10;"R_2Wx4vxckQdcTXzm";2;4;4;5;3;5;1;2;4;2;1;3;2;5;2;2;4;3;4;5;2;5;5;2;2;2;4;5;5;1;1;1;1;2;1;2;3;4;2;2;2;1;1;1;2;4;1;5;3;1;5;1;4;1;3;4;5;3;1;1;4;5;5;2;5;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;4;5;2;1;4;1;1;1;4;4;1;1;4;1;3;1;2;4;5;1;2;4;5
"225";807;1;2021-12-12 22:33:25;"R_tFG7lDLUXXdTB5L";3;2;3;3;3;3;3;2;3;2;3;3;2;3;3;2;3;2;4;3;3;4;4;3;2;3;2;2;3;3;3;3;4;4;4;3;3;3;4;3;4;3;3;3;3;3;2;4;2;3;2;2;4;2;3;3;4;2;3;2;2;3;3;2;3;3;2;3;3;2;3;3;3;3;3;3;2;3;2;2;3;3;3;2;3;2;2;2;2;2;2;2;3;2;2;3;3;2;2;2;3;3;1
"226";1140;1;2021-12-12 23:18:45;"R_2izD544TclOWtEt";5;4;5;3;5;2;2;5;1;2;2;5;4;2;5;5;1;1;3;4;5;2;2;3;2;4;1;2;2;4;4;4;5;4;5;3;3;3;3;4;4;3;2;3;2;4;2;3;1;3;3;2;3;1;3;4;2;4;3;2;1;2;1;1;2;3;3;2;1;1;1;1;3;1;3;2;1;5;3;1;2;3;4;5;1;4;1;2;2;1;1;2;2;4;1;1;5;1;2;5;1;2;1
"227";1052;1;2021-12-13 01:30:44;"R_2U3qGUO6yG2FgTp";4;5;5;2;3;2;4;5;1;1;3;4;4;2;5;4;1;1;4;3;4;2;2;4;4;4;2;3;4;3;4;4;3;4;3;5;4;4;4;4;4;2;2;3;4;4;3;3;1;4;2;4;1;3;1;5;2;5;4;4;1;2;3;1;1;4;5;1;2;2;1;3;3;2;2;3;1;5;4;1;2;4;5;5;5;4;4;1;1;4;1;4;4;4;1;1;5;1;2;5;4;1;1
"228";1060;1;2021-12-13 03:44:40;"R_2U5yC6tZFxK0y2D";4;5;4;5;3;5;1;3;2;1;1;2;2;4;2;2;4;1;3;4;4;4;4;5;3;4;2;4;4;3;3;3;3;3;5;2;3;3;4;4;4;1;2;1;2;4;2;3;2;2;3;3;3;2;2;3;4;3;3;2;3;4;3;3;4;3;2;3;2;4;2;3;4;3;4;3;2;3;1;2;3;4;2;3;2;2;1;2;3;2;4;2;2;2;1;4;2;4;4;1;3;2;4
"229";1190;1;2021-12-13 03:58:34;"R_2SkILRGIkOgQWV6";3;4;2;3;4;5;2;2;3;1;2;2;2;4;2;2;3;1;4;4;1;5;5;2;2;2;4;4;4;2;2;2;2;2;1;3;2;2;1;2;2;1;1;2;1;3;1;5;1;2;5;1;5;1;5;3;5;1;1;2;4;5;5;1;4;2;1;4;4;4;4;4;4;4;4;4;5;2;2;2;3;4;3;3;1;2;1;2;4;2;3;1;2;2;2;4;2;3;2;2;2;3;3
"230";1263;1;2021-12-13 04:22:41;"R_2tyUGfRUVVhxvbz";3;2;3;2;3;2;3;3;1;1;3;2;2;3;2;3;1;2;4;3;4;4;2;3;3;3;2;3;3;4;4;3;4;4;2;4;4;4;2;2;2;3;3;3;2;4;1;5;1;1;5;1;3;1;1;3;4;3;3;2;4;5;4;1;5;3;3;3;2;2;2;2;2;2;2;2;2;1;2;5;5;4;4;2;3;1;1;2;4;4;2;1;3;2;2;2;3;3;5;2;2;1;5
"231";951;1;2021-12-13 04:47:40;"R_1pPvAyBVKTXs5RY";4;4;3;4;2;5;2;3;2;1;2;2;2;3;3;2;2;2;4;5;4;5;5;1;1;2;4;5;5;2;2;2;2;4;2;2;2;2;2;2;2;1;1;2;2;3;2;5;2;2;4;1;4;1;4;3;4;3;2;1;3;4;4;2;4;2;3;4;4;2;4;4;4;2;3;4;4;3;2;3;4;5;3;2;2;2;1;2;3;2;2;1;2;2;3;2;2;2;5;2;3;1;2
"232";771;1;2021-12-13 04:47:58;"R_1GVVYv1eOkSHAQo";3;4;3;4;3;3;3;3;2;2;2;3;2;3;3;2;2;2;4;4;4;2;4;1;1;4;1;3;3;3;2;2;4;4;3;4;4;4;1;4;3;2;3;2;2;3;2;5;1;2;5;1;3;1;2;3;5;5;1;2;4;5;4;2;4;2;2;4;2;2;3;4;2;3;4;3;2;4;2;3;4;5;2;2;4;2;1;2;5;3;2;1;3;2;2;4;2;4;5;2;3;2;5
"233";949;1;2021-12-13 05:29:10;"R_3CUEjXdpbgyUipw";5;5;5;4;5;5;3;5;2;1;2;5;2;2;5;3;2;1;2;4;5;3;4;2;3;3;1;4;4;4;1;1;4;4;4;4;3;3;2;4;4;2;3;1;3;4;4;2;5;3;3;4;3;4;3;3;3;5;4;5;2;4;2;3;5;3;4;1;2;1;3;3;1;1;1;2;1;4;4;1;4;5;4;2;2;4;3;4;2;2;4;4;2;2;1;4;4;4;2;4;4;1;2
"234";603;1;2021-12-13 05:48:53;"R_2w0vVzzWbhVsODF";4;4;4;2;4;4;4;5;2;2;1;4;2;2;4;5;2;2;4;4;4;4;4;4;3;4;2;2;2;4;2;4;4;4;4;4;4;4;3;4;4;2;2;2;4;4;3;4;1;3;3;2;3;2;3;4;3;5;4;2;3;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;4;5;1;4;4;4;1;2;2;2;1;4;1;2;4;4;4;5;4;2;1
