"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9_Alim_emotionnel";"Q10_Alim_emotionnel";"Q11_Alim_emotionnel";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"433";744;1;2022-01-04 05:31:56;"R_3MzIySMCZcdoeCg";4;4;3;3;4;4;4;4;3;2;4;4;4;4;3;4;4;1;2;4;4;4;4;4;3;2;2;4;4;4;4;4;4;4;3;3;2;2;3;3;3;2;3;3;3;3;1;3;2;3;2;2;2;1;3;3;4;3;3;2;4;3;4;1;3;2;2;3;2;2;2;2;2;2;2;2;3;3;3;1;2;4;3;3;3;4;3;3;3;3;3;3;2;4;3;2;3;3;4;2;3;5;3;8;8;7;7;8;7;3;7;8;25;38;19;32;18;7;76;29;12;18;59;8;19;11;12;10;13;7;12;3;5;8;47;34
"434";991;1;2022-01-04 07:20:19;"R_3frwFvlghNMoaUY";4;2;4;3;4;3;3;5;2;1;2;3;4;4;4;5;2;1;2;3;4;5;3;2;2;2;5;3;3;4;3;3;4;4;2;3;4;4;3;2;2;3;3;2;3;2;3;3;1;2;3;4;3;4;4;2;4;2;3;4;4;4;5;1;4;2;2;2;1;2;1;2;2;2;1;1;1;2;3;1;5;3;2;3;2;4;1;2;2;1;2;2;2;4;5;2;4;1;3;4;1;5;2;8;5;9;7;5;4;2;7;9;18;38;22;26;13;11;72;32;8;29;69;8;14;6;6;9;18;5;14;1;4;6;47;22
"435";1321;1;2022-01-04 17:33:03;"R_3J2RQ04ZY6puFJn";2;4;4;2;2;3;2;4;2;2;2;4;2;2;4;2;2;1;2;2;4;4;3;2;2;2;5;4;3;4;4;4;3;4;4;5;4;4;3;4;4;2;2;3;4;4;4;4;1;4;4;4;4;3;5;4;5;4;4;4;5;5;5;3;5;4;4;2;2;1;1;1;2;1;1;1;1;2;1;1;4;2;2;5;5;5;4;2;1;1;2;4;4;4;5;1;2;2;4;5;2;5;1;4;7;8;4;4;4;3;8;4;18;28;23;27;17;13;80;44;16;33;93;7;12;11;10;7;19;3;16;2;5;4;52;25
"436";1905;1;2022-01-05 02:01:44;"R_2Vgo2Ca1LJjsP5w";5;1;4;1;5;1;4;4;1;1;3;4;4;1;5;5;2;1;4;5;4;3;4;4;3;4;5;5;5;5;4;5;5;4;4;4;3;3;4;4;4;4;4;4;2;5;4;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;3;5;4;3;3;2;2;3;2;2;3;2;1;3;3;2;5;3;3;5;2;4;5;5;1;3;3;5;3;5;5;1;3;1;3;4;2;4;1;10;2;8;2;7;3;2;9;9;9;43;24;38;23;10;95;41;24;38;103;12;22;9;15;11;19;4;16;1;5;5;61;24
"437";1268;1;2022-01-05 06:02:50;"R_1Cm6CVFRrpJ9hzv";2;2;3;2;3;2;4;4;2;1;2;3;2;2;3;4;1;2;4;5;4;5;3;3;2;3;5;5;5;4;3;4;4;4;5;3;3;3;4;3;3;3;3;3;4;3;3;4;1;4;3;4;3;4;4;3;3;4;4;4;4;5;5;2;3;3;3;2;2;1;1;2;1;1;2;1;1;2;2;1;4;2;3;4;3;4;2;2;1;1;3;3;4;3;5;1;4;1;2;3;1;5;1;5;4;7;4;6;3;3;6;6;14;30;27;33;18;9;87;35;13;32;80;9;13;9;7;8;18;3;14;1;3;5;47;21
"438";955;1;2022-01-05 08:51:45;"R_2D1g93cqLG3Dqzj";2;1;3;5;2;3;4;2;1;1;2;5;4;2;5;5;1;1;3;1;4;3;2;1;1;1;3;1;1;2;2;2;3;4;4;5;5;4;1;2;2;1;1;1;1;3;1;1;3;1;2;1;1;1;3;3;3;3;2;1;3;1;1;1;3;2;2;2;4;2;2;2;2;2;2;3;1;1;2;2;3;5;4;3;2;2;1;1;2;1;3;1;1;4;5;4;3;1;5;2;4;4;3;4;4;5;7;6;2;2;10;9;15;34;21;14;8;14;57;21;13;9;43;3;21;5;7;10;15;7;8;1;7;10;40;30
"439";728;1;2022-01-05 12:10:10;"R_cZy8VY8iw6zPCx3";3;2;4;3;4;2;3;4;1;1;2;3;2;2;4;4;1;1;2;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;4;2;3;3;3;3;2;3;2;2;3;3;3;2;5;2;3;4;3;4;4;5;5;2;3;2;3;2;1;1;1;1;1;1;1;1;3;4;4;1;4;4;3;4;2;3;3;3;2;1;2;2;2;4;5;3;2;2;3;2;1;5;1;7;4;8;5;5;2;2;7;6;13;33;23;32;22;10;87;32;13;26;71;8;10;8;11;11;18;6;9;2;4;6;49;26
"440";849;1;2022-01-05 12:20:50;"R_W0E0dpQthBlo4rD";2;3;2;3;2;3;2;1;2;2;2;3;2;2;2;2;2;1;4;1;4;2;1;2;3;1;4;1;1;1;2;2;2;5;5;2;2;2;3;3;3;1;1;1;3;3;2;2;1;3;2;1;3;1;4;2;2;2;3;2;3;1;3;2;3;2;2;3;4;3;4;3;4;3;4;2;4;4;2;2;2;5;2;3;5;2;2;2;4;4;2;2;4;4;2;4;2;3;3;3;3;2;3;4;6;3;5;4;4;3;5;4;18;20;24;11;15;6;56;28;10;14;52;3;30;17;11;8;9;9;9;3;5;9;37;43
"441";966;1;2022-01-05 12:45:29;"R_4VGZHnZIWi9MZ8Z";3;4;4;5;4;4;2;3;2;1;2;2;2;5;3;4;2;1;4;1;4;2;2;3;2;3;4;2;2;2;2;2;3;4;4;3;4;4;3;3;3;1;1;1;2;3;2;2;2;3;2;1;1;1;3;3;2;3;2;1;3;2;2;1;2;2;2;4;4;3;4;4;3;3;3;4;4;4;2;2;2;5;4;4;2;2;1;2;3;2;2;1;2;3;2;4;2;2;4;2;2;3;2;7;8;7;10;4;4;2;5;6;24;29;22;16;17;11;66;22;12;13;47;3;32;10;9;9;11;8;7;2;6;8;36;34
"442";1842;1;2022-01-05 18:22:55;"R_2ZJGXlqrKla2Hvl";5;5;2;2;5;5;1;1;3;5;1;5;4;3;3;2;3;3;1;5;4;5;5;4;4;4;2;4;5;4;4;4;4;4;4;5;5;5;5;3;4;4;4;4;3;3;3;2;2;3;2;3;3;3;5;2;3;3;3;2;5;5;5;1;3;3;3;3;3;2;1;1;1;1;1;1;1;2;1;1;5;5;3;1;1;1;2;1;1;2;2;2;2;5;5;4;2;2;2;2;4;5;1;10;10;3;5;2;6;8;8;6;29;29;20;35;24;15;94;33;11;26;70;12;14;6;9;9;16;6;7;2;3;7;41;24
"443";1573;1;2022-01-06 11:09:31;"R_vuAzGV7un2CB4Yx";2;5;2;2;2;5;1;3;3;2;1;2;2;2;2;2;3;2;5;2;5;4;2;3;4;3;5;3;4;3;1;1;3;5;5;3;2;2;4;4;3;3;3;2;3;3;3;4;2;3;3;3;2;3;2;3;1;2;3;3;2;5;5;2;1;3;3;3;2;2;4;3;2;3;3;3;1;1;1;1;1;4;2;2;5;2;2;2;2;3;1;2;4;2;2;5;3;5;3;2;3;1;1;4;10;5;4;2;6;4;4;4;24;19;29;19;21;7;76;23;12;29;64;8;25;13;8;5;6;6;9;5;4;7;28;35
"444";507;1;2022-01-06 11:48:09;"R_3lrm7KCh5DrY9eA";5;2;5;1;5;1;4;4;1;1;4;4;2;1;3;4;1;1;5;5;5;5;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;4;4;3;4;4;5;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;3;5;5;5;5;5;1;1;3;5;5;5;5;1;5;1;1;5;1;5;1;10;3;9;2;8;2;2;7;6;9;40;30;40;14;15;99;47;16;39;102;12;9;12;12;9;20;2;20;1;2;5;61;22
"445";892;1;2022-01-06 16:06:02;"R_1g5Rle0EmLdLL9n";1;4;4;4;2;5;2;2;5;2;1;2;2;3;2;2;3;2;3;1;5;1;1;1;1;1;4;1;1;1;1;1;3;5;5;4;4;4;1;1;1;1;1;1;1;2;1;1;5;1;1;1;1;1;1;2;1;3;1;1;1;1;2;1;1;1;1;5;1;4;1;5;5;5;4;5;2;1;1;4;2;5;1;2;2;1;1;1;4;1;3;1;1;1;1;4;2;2;5;1;1;5;4;3;9;6;7;3;8;4;4;4;28;20;23;10;6;12;51;10;13;9;32;3;35;6;4;3;10;9;5;2;9;11;22;37
"446";519;1;2022-01-06 18:52:34;"R_RwcQN2inl0IWfap";2;2;1;3;3;3;1;1;2;2;1;2;2;1;1;2;1;1;2;3;4;2;3;2;2;2;4;5;4;4;2;3;4;4;3;3;3;3;3;2;2;3;3;3;3;3;2;2;1;2;3;2;2;2;3;2;2;2;2;3;2;3;3;1;2;2;2;3;3;4;3;3;4;3;4;3;3;1;1;1;3;3;1;3;1;2;2;3;4;2;2;2;2;2;4;2;3;3;4;4;2;4;2;5;5;2;4;2;3;3;3;4;15;16;19;28;13;9;69;23;9;19;51;9;30;8;8;4;14;7;11;3;5;6;37;29
"447";7588;1;2022-01-06 20:53:37;"R_1QKt1fsEuAWQ3EJ";1;3;2;2;2;4;2;1;4;2;2;2;1;2;2;2;3;1;2;1;4;2;2;1;2;2;2;2;1;2;4;2;3;4;2;5;4;4;4;3;3;1;3;1;2;3;3;3;1;3;4;3;2;3;3;1;2;3;3;3;4;5;4;1;4;3;2;4;4;2;4;4;2;2;2;4;1;3;1;1;3;2;2;1;1;2;1;4;3;2;1;1;1;2;5;4;2;3;4;2;1;3;1;3;7;3;4;4;7;3;4;3;21;17;16;17;15;13;61;29;9;27;65;5;28;5;9;5;12;5;7;3;5;6;33;24
"448";934;1;2022-01-06 22:26:49;"R_1mL3CKutmDrdqgw";2;2;4;1;4;2;2;4;2;1;2;4;2;1;3;4;1;1;2;2;4;4;2;3;4;4;2;2;2;3;3;2;2;2;4;4;4;4;2;3;3;2;3;2;4;4;4;3;1;4;4;3;5;4;5;5;4;4;4;4;5;5;5;2;4;4;4;2;1;1;1;1;1;1;1;1;1;2;4;2;4;2;4;4;4;4;4;4;1;2;1;3;1;4;5;1;2;2;2;4;4;4;1;6;4;8;2;4;3;2;7;6;11;31;18;18;19;12;67;43;16;32;91;7;10;8;14;12;17;3;13;2;4;3;56;20
"449";2241;1;2022-01-07 02:26:35;"R_eEDR2dLNGo5nCdr";5;2;4;2;2;2;1;2;2;1;1;4;4;2;4;4;2;1;1;4;5;4;4;4;3;3;2;5;4;4;5;4;5;4;3;5;5;5;4;4;4;4;3;3;4;3;4;2;2;4;3;4;3;4;4;4;4;5;4;4;4;5;4;2;3;4;3;1;1;2;2;2;2;2;2;2;1;4;4;2;4;2;4;2;1;4;1;5;1;1;1;2;1;3;5;1;2;1;1;2;4;5;1;7;4;6;4;2;4;2;8;8;14;31;19;35;22;15;91;36;16;31;83;10;16;4;14;11;16;3;10;1;3;3;51;14
"450";1407;1;2022-01-07 06:25:22;"R_2VNIPhGuHLaMXIi";3;2;4;2;3;2;2;4;1;2;1;3;3;2;3;2;1;1;3;5;5;4;5;3;2;4;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;3;3;3;3;4;4;4;1;3;4;4;2;4;3;4;4;3;4;4;5;4;4;1;4;4;3;3;1;2;1;2;1;1;1;1;2;1;1;1;4;3;3;4;4;4;3;2;1;2;2;4;4;4;5;1;2;1;2;1;1;5;1;6;4;8;4;3;2;3;6;5;13;28;27;40;21;14;102;35;13;32;80;9;13;12;7;8;18;4;11;1;3;4;44;24
"451";1716;1;2022-01-07 07:27:50;"R_12DoZw11RI5sTVr";2;3;4;2;2;1;3;4;1;2;2;3;3;1;3;5;2;2;3;2;5;3;2;1;1;1;3;1;2;1;1;4;2;4;3;5;4;4;1;3;2;2;2;2;3;4;3;2;2;2;3;3;3;3;5;4;3;4;4;1;4;3;4;3;3;3;3;1;1;1;1;1;1;1;1;1;2;3;3;1;4;4;2;3;1;4;2;2;5;2;2;1;4;3;5;1;3;1;3;3;1;5;2;4;4;8;3;5;3;4;6;8;14;31;21;15;9;13;58;33;17;22;72;6;9;9;8;8;17;9;11;1;4;5;44;28
"452";1068;1;2022-01-08 08:57:28;"R_CfE2J56UnkumGT7";5;2;5;5;5;2;5;5;1;2;2;5;1;2;5;3;1;2;2;5;4;5;5;5;1;4;5;5;5;5;5;5;5;5;5;4;4;4;2;4;4;4;4;4;2;4;3;2;1;3;2;2;2;2;4;4;3;4;4;4;4;5;5;4;2;3;2;4;1;4;1;4;3;3;3;3;1;5;5;1;4;5;4;5;5;5;1;4;2;1;2;2;1;3;4;1;5;1;5;5;4;5;3;10;4;10;7;7;2;4;10;4;17;41;26;40;20;12;98;28;17;26;71;12;26;8;14;12;18;7;17;1;6;6;61;28
"453";1007;1;2022-01-08 12:44:48;"R_1ON5K92CFZ6sEB9";2;5;3;3;3;3;2;5;2;2;3;5;5;3;5;5;1;2;2;3;4;2;3;4;3;3;4;4;3;4;4;4;5;4;4;4;4;4;4;4;4;2;2;2;4;4;4;4;4;3;4;4;2;4;4;5;4;5;4;4;5;5;2;2;4;4;4;4;3;3;3;3;3;3;3;4;1;5;4;2;4;2;5;5;5;4;2;4;1;2;1;4;4;5;5;1;3;1;1;3;4;2;2;5;8;8;6;5;3;4;10;10;21;38;20;30;22;12;84;38;20;31;89;6;29;12;15;14;16;3;14;1;3;4;59;23
"454";972;1;2022-01-09 05:51:57;"R_TsUeFAwbSJnSQmJ";5;4;5;2;4;5;4;5;2;2;3;2;3;1;3;3;2;2;2;1;4;1;1;1;1;1;5;1;1;2;2;2;4;4;4;4;4;4;2;4;4;1;1;1;4;4;2;1;3;2;1;1;1;1;1;3;1;3;1;1;2;1;2;1;1;2;1;5;5;5;5;5;5;5;5;5;5;4;2;4;1;5;3;4;2;1;1;4;5;2;3;1;2;3;1;2;2;4;5;1;2;1;2;9;9;10;3;7;4;4;5;6;20;37;20;14;13;12;59;15;14;11;40;3;45;11;11;8;7;10;5;4;9;7;31;41
"455";825;1;2022-01-09 07:47:58;"R_1XKPWwClPDM64WB";5;5;4;2;5;2;1;4;1;2;1;5;5;2;2;5;1;2;3;4;5;5;5;5;3;5;5;5;5;4;3;5;5;5;5;4;4;4;5;5;5;4;4;4;4;4;5;5;3;4;5;5;4;5;5;4;5;5;5;4;5;5;5;3;5;5;5;2;1;1;2;3;2;2;1;1;1;1;5;1;5;5;5;5;5;5;3;5;1;1;1;5;5;4;5;1;5;1;1;5;5;1;1;10;7;8;4;2;2;4;7;10;17;37;28;36;28;12;104;47;19;39;105;12;15;12;14;14;16;6;20;1;2;3;64;24
"456";1002;1;2022-01-09 14:18:25;"R_1BR5P3i2W8cWwdc";3;2;4;3;3;2;3;4;1;1;4;4;3;2;4;3;1;1;2;3;4;4;4;4;4;5;2;4;4;4;4;4;4;4;3;3;3;4;4;4;5;3;3;3;3;3;2;2;1;3;2;2;3;2;5;3;3;4;3;2;3;4;3;2;2;2;3;3;2;2;2;2;2;2;2;2;1;3;4;1;4;3;4;4;2;2;3;3;1;1;1;1;1;2;5;1;5;1;3;2;1;5;1;6;4;8;5;7;2;2;8;6;13;35;19;31;26;10;86;30;13;19;62;9;19;5;10;10;18;4;10;1;4;3;48;17
"457";1154;1;2022-01-09 17:53:22;"R_z8ceLtzEGkTgT2F";5;2;3;2;2;1;3;5;2;2;2;3;3;1;3;4;1;2;4;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;3;4;4;5;5;5;4;4;4;3;3;3;3;1;3;3;4;3;4;5;4;4;4;4;5;4;4;5;3;4;4;4;2;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2;5;2;2;3;2;1;1;2;4;1;4;5;1;2;1;2;2;1;5;1;7;3;8;3;5;3;4;6;7;13;33;29;39;29;11;108;37;15;32;84;12;14;5;7;8;19;3;10;1;3;4;44;16
"458";1281;1;2022-01-09 18:24:41;"R_3LXwuiiQjvZMUjl";5;2;5;2;2;2;2;3;1;2;2;5;4;2;5;5;2;2;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;3;4;4;4;4;4;5;3;4;5;5;5;5;5;4;5;4;4;4;5;5;5;1;4;5;5;1;1;1;1;1;1;1;1;1;5;3;3;1;5;3;3;5;1;5;1;5;1;1;1;5;1;5;5;1;5;1;1;5;2;5;1;7;4;8;4;4;3;4;10;9;15;38;30;40;27;12;109;46;16;38;100;11;9;8;11;11;20;4;20;1;2;3;62;18
"459";910;1;2022-01-09 18:42:45;"R_3JwuZ0JytKOStMm";3;4;2;3;2;3;2;2;2;2;2;3;2;2;2;3;1;2;4;4;5;2;5;4;3;2;5;2;4;3;4;4;3;4;4;2;2;2;4;4;4;1;2;3;1;2;1;2;1;2;2;1;2;1;5;2;2;2;2;1;3;3;3;1;2;1;1;3;2;2;2;2;2;2;2;2;1;3;2;2;4;4;2;2;4;2;1;2;4;3;2;1;5;2;5;3;2;4;5;2;1;5;1;5;7;4;5;4;3;4;5;5;19;23;24;29;21;6;80;22;8;13;43;6;19;13;7;6;16;8;7;4;7;6;36;38
"460";934;1;2022-01-09 19:44:37;"R_1KmbMO0qxkgcgU3";4;5;3;4;2;5;2;2;4;2;2;1;2;5;1;2;4;2;1;1;3;1;1;1;2;1;2;2;2;2;2;2;3;3;4;3;2;3;3;5;2;2;1;2;1;3;1;1;4;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;5;5;4;4;4;5;4;4;4;5;1;1;5;1;5;4;2;3;2;2;1;5;4;4;1;2;2;1;5;2;3;5;3;4;1;5;6;10;5;9;4;8;4;2;4;31;21;14;15;14;8;51;10;13;8;31;5;39;14;8;7;5;10;8;3;10;14;28;51
"461";1403;1;2022-01-09 21:14:50;"R_3kbrpGzaB385oUj";2;3;3;3;3;3;2;4;4;2;2;4;3;2;3;5;2;2;3;1;4;4;3;2;1;1;4;2;2;4;2;2;4;4;4;4;4;4;4;4;4;3;1;2;2;2;2;2;2;3;3;3;3;1;3;3;3;4;3;1;3;3;4;2;2;3;2;2;2;2;4;2;2;2;2;2;1;5;3;2;2;5;2;5;1;4;3;4;2;2;3;2;3;4;3;2;5;2;4;4;2;3;1;5;6;7;5;4;6;4;7;8;21;31;23;20;16;12;71;27;13;19;59;6;20;7;14;9;13;7;15;2;6;6;51;28
"462";749;1;2022-01-10 04:20:21;"R_2TyIJTAmjBbH9sx";3;4;4;3;2;2;3;3;2;1;2;4;3;2;3;3;1;1;3;5;5;4;5;3;3;3;5;5;5;5;5;5;5;5;4;4;4;4;3;3;3;4;4;4;3;4;3;3;4;3;3;2;3;2;5;4;4;4;4;2;5;5;4;3;4;3;3;3;2;2;2;2;2;2;2;2;1;2;2;1;5;4;3;5;3;4;4;4;1;1;2;3;3;4;5;1;4;1;2;3;1;5;1;5;6;7;5;5;3;2;7;6;16;30;26;40;18;12;96;37;19;24;80;12;19;8;11;9;20;5;14;1;3;4;54;21
"463";1524;1;2022-01-10 06:15:15;"R_VWJDUzznAvHC2Gt";2;4;2;2;2;2;2;3;4;2;1;4;2;2;4;4;1;2;3;2;4;4;4;4;4;4;4;2;2;4;4;4;2;4;4;4;4;3;4;4;4;2;2;3;5;4;3;2;1;3;4;2;5;2;5;4;4;5;4;2;5;3;5;5;5;4;4;2;2;2;2;2;2;1;2;2;2;3;3;1;5;4;4;4;2;5;2;5;2;2;3;2;2;5;5;1;4;1;4;4;1;5;1;4;6;5;4;3;5;4;8;6;19;26;23;24;24;11;82;44;19;23;86;7;17;8;11;12;19;6;15;1;5;5;57;25
"464";733;1;2022-01-10 08:14:14;"R_2fBx8EyQYZLkhsZ";4;3;3;2;3;2;2;3;2;3;2;3;2;2;3;2;2;2;3;2;4;2;3;3;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;3;3;2;2;3;3;4;4;5;1;3;4;4;3;3;3;4;4;4;4;5;4;4;4;3;3;4;4;2;2;3;2;3;3;3;3;2;1;2;2;1;5;3;3;3;1;3;1;3;1;1;2;3;1;3;5;1;2;2;2;2;2;5;1;7;5;6;4;4;4;5;6;4;18;27;21;25;18;12;76;35;16;33;84;7;23;4;8;8;18;4;10;2;3;4;44;17
"465";795;1;2022-01-10 11:32:59;"R_RmNGP6WhYpkUnOp";5;5;3;2;2;4;3;3;2;2;1;4;2;2;4;1;2;2;4;4;5;5;5;3;4;4;5;4;4;5;5;5;4;5;5;3;4;4;4;5;5;1;1;3;4;4;5;3;3;4;3;3;5;3;4;4;4;4;5;3;5;5;5;3;4;5;4;2;2;1;2;2;1;1;1;1;1;4;4;1;4;2;5;5;3;5;2;3;1;1;1;4;4;5;5;1;5;1;2;2;1;5;1;7;9;6;4;4;4;4;8;3;21;28;29;36;25;11;101;42;18;32;92;5;13;9;10;14;19;3;16;1;3;3;59;19
"466";913;1;2022-01-10 12:02:20;"R_2P0alGLSGddJuCu";1;3;1;3;2;3;1;1;2;1;1;3;1;2;2;3;1;2;1;2;4;2;3;2;2;2;2;3;2;2;4;4;3;4;4;3;4;4;3;3;2;2;1;2;3;3;1;2;1;1;1;1;2;1;2;3;2;2;1;1;4;1;1;3;2;1;2;4;4;4;4;4;4;4;4;4;1;2;1;2;3;4;3;3;2;2;4;3;3;2;4;1;1;2;4;2;4;3;4;2;1;3;4;3;6;2;5;2;3;3;5;4;17;16;17;23;14;11;65;20;12;9;41;5;36;6;10;6;13;7;9;3;6;10;38;32
"467";737;1;2022-01-10 12:15:07;"R_2wELdKsyhPdUuw3";4;5;4;3;2;5;2;4;3;1;2;5;2;3;4;2;2;1;5;2;4;4;4;3;3;3;5;4;2;4;2;2;4;4;2;4;4;4;3;3;3;3;2;2;4;5;3;3;1;3;4;4;4;4;4;5;3;2;4;4;5;5;5;5;3;4;3;4;2;2;4;4;2;2;2;3;1;1;1;2;3;3;4;5;5;4;1;4;1;2;1;3;3;5;5;2;1;2;2;3;2;4;1;6;10;8;6;4;5;2;9;4;23;31;24;24;18;12;78;37;18;32;87;7;25;11;8;10;17;4;11;2;4;4;46;25
"468";1081;1;2022-01-10 12:18:39;"R_3iR5ZZwXq38rDcc";2;5;4;4;3;5;3;4;4;4;3;2;4;3;3;3;4;4;2;2;4;2;2;2;2;2;2;3;2;2;2;2;3;4;4;3;3;2;2;2;2;2;2;2;2;4;2;2;1;3;3;2;3;3;4;3;3;4;3;2;3;3;3;2;2;2;2;4;4;4;4;4;4;3;4;4;3;2;3;3;3;4;3;4;3;2;3;3;2;1;2;2;2;3;4;2;2;1;4;2;2;5;1;5;10;8;7;6;8;8;5;7;33;31;18;18;12;8;56;28;14;19;61;6;35;9;10;9;16;6;8;1;7;5;43;28
"469";1400;1;2022-01-10 22:06:33;"R_3hm9g0XyPEOLu0O";2;2;2;2;3;3;3;2;2;2;3;3;3;2;3;3;2;2;2;2;4;2;3;4;3;4;5;3;3;3;3;3;4;4;4;4;4;4;4;3;3;2;2;2;3;4;2;3;1;3;3;4;2;4;3;4;3;4;3;4;4;4;4;4;2;3;2;3;3;3;3;3;3;3;3;3;2;2;2;1;4;3;3;3;2;2;2;2;2;2;2;2;2;3;4;1;3;1;2;3;3;4;1;5;5;4;4;6;4;4;6;6;17;27;21;24;21;12;78;28;17;28;73;6;27;8;9;8;15;5;10;1;3;4;42;21
"470";687;1;2022-01-11 05:09:49;"R_OqB4GqnSySxarv3";3;4;5;4;4;2;2;4;1;2;1;3;2;3;4;4;2;2;2;3;4;5;4;3;3;2;2;3;3;4;4;4;4;4;2;4;4;4;3;2;3;3;4;3;4;4;4;4;3;4;5;4;4;4;5;4;5;4;4;4;5;5;5;1;5;4;4;1;1;1;1;1;1;1;1;1;1;4;2;1;5;5;4;5;4;5;1;2;1;1;1;4;4;5;5;1;4;1;1;4;1;5;1;7;6;9;7;3;3;4;7;6;20;32;19;29;16;12;76;45;16;34;95;10;9;10;8;11;20;6;17;1;2;3;56;22
