"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9_Alim_emotionnel";"Q10_Alim_emotionnel";"Q11_Alim_emotionnel";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"139";1073;1;2021-12-10 19:45:51;"R_22nuAq9l67YkqtC";4;4;5;2;4;4;4;4;2;2;3;3;2;1;3;4;2;2;2;4;4;5;5;5;3;4;5;4;4;4;4;4;4;3;5;4;4;4;4;5;5;3;3;4;4;4;4;3;3;4;3;3;3;3;5;4;5;4;4;3;5;4;4;3;3;3;3;1;1;1;1;1;2;1;2;2;3;4;4;2;5;5;3;4;3;3;3;2;1;2;2;2;3;2;5;2;2;3;2;2;3;4;1;8;8;9;3;7;4;4;6;6;19;36;24;33;26;12;95;39;18;27;84;10;12;11;12;9;18;6;9;3;4;5;48;29
"140";699;1;2021-12-10 20:45:54;"R_3HuzuehgKqcOhjr";4;3;5;2;3;3;4;5;3;2;3;4;4;2;5;4;2;2;1;2;4;3;2;3;4;1;1;3;2;4;3;3;5;4;4;3;4;4;2;1;1;2;3;2;4;3;3;3;2;4;1;2;2;2;3;3;2;3;3;2;3;3;2;2;2;4;3;4;3;1;3;3;2;1;1;3;1;4;5;2;2;5;4;5;2;2;3;5;4;2;2;3;2;5;4;2;5;3;5;3;4;2;3;7;6;10;4;7;5;4;9;8;19;41;17;24;12;11;64;27;13;21;61;7;21;7;16;14;13;9;13;3;7;7;56;33
"141";397;1;2021-12-10 21:18:24;"R_3fYU2abkwTL12GZ";2;2;2;2;2;2;5;3;4;1;2;2;2;2;2;2;4;1;5;1;5;2;2;4;4;4;4;1;1;2;2;2;2;4;4;4;4;4;4;3;4;1;1;2;1;3;3;2;1;1;2;2;1;1;1;2;2;2;2;3;3;3;3;3;3;3;2;3;1;3;2;3;2;3;2;4;2;3;3;1;2;4;3;3;2;2;3;2;2;3;2;2;2;2;4;2;2;2;2;2;2;4;4;4;4;5;4;7;8;2;4;4;18;24;24;13;23;12;72;18;11;20;49;4;23;9;10;8;13;6;8;2;3;8;39;28
"142";536;1;2021-12-10 21:32:55;"R_ZEvbuzagoyGp1MR";4;4;4;4;4;2;3;5;1;1;3;4;4;3;4;4;1;1;4;1;4;2;2;2;2;2;4;1;1;2;2;2;3;4;4;2;2;2;3;2;2;1;1;1;2;3;3;2;1;2;2;2;3;2;3;2;2;3;2;2;3;1;2;1;2;2;3;4;4;2;5;5;2;2;2;4;3;3;4;3;2;5;2;4;3;3;2;4;2;2;3;1;2;3;3;4;3;3;5;3;2;2;1;8;6;9;7;6;2;2;8;8;17;39;22;14;13;6;55;24;10;16;50;3;30;10;11;9;11;7;10;3;8;8;41;36
"143";841;1;2021-12-10 22:07:32;"R_O0tSS0DBakHStah";2;2;4;5;4;5;2;5;2;2;4;2;4;3;5;4;2;2;2;1;4;2;5;4;1;4;2;4;2;4;4;4;3;2;2;5;2;2;2;2;2;2;3;4;2;3;2;2;3;3;3;2;3;1;5;3;3;4;3;2;3;1;2;4;3;2;2;4;4;4;4;4;4;4;4;4;4;2;2;3;1;4;4;4;3;2;2;2;3;2;3;2;3;4;2;2;3;2;5;2;2;2;3;6;7;9;8;6;4;4;7;8;23;36;14;27;15;9;65;30;17;14;61;9;36;12;8;10;9;7;9;2;8;8;36;37
"144";1006;1;2021-12-11 03:51:37;"R_1jfEIjPNcs7IKvT";2;5;5;3;4;4;2;3;1;2;2;3;2;2;4;2;2;2;3;3;5;5;2;4;2;4;1;2;3;3;2;2;4;4;4;2;4;3;4;4;4;2;3;2;3;4;3;4;3;3;2;5;1;4;3;3;3;3;3;4;4;4;4;3;2;3;3;2;4;3;4;3;4;3;4;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;4;3;2;3;2;2;3;4;4;6;9;8;5;4;3;4;7;4;21;29;22;21;22;9;74;27;16;31;74;7;29;8;9;5;11;4;7;3;4;9;32;28
"145";819;1;2021-12-11 05:07:26;"R_3FUqnyZV8CmAa2n";4;5;5;2;5;5;2;5;3;2;2;5;2;2;5;2;2;2;2;1;2;1;2;2;3;3;1;2;2;3;2;3;4;4;2;3;3;3;2;4;3;2;2;3;3;4;3;1;1;4;3;1;3;1;3;4;3;4;4;2;4;1;1;4;3;4;3;4;3;3;3;3;3;3;3;3;4;3;2;1;2;2;5;5;4;2;2;3;2;2;1;2;2;2;4;1;5;2;3;2;3;4;1;9;10;10;4;4;5;4;10;4;23;37;12;19;17;9;57;33;17;14;64;7;28;12;11;9;15;4;11;2;4;3;46;25
"146";900;1;2021-12-11 05:14:56;"R_8qVxlq9rsgx6bg5";4;5;3;5;3;3;2;4;1;1;4;3;3;4;4;3;1;1;3;2;5;3;3;1;2;1;4;3;4;4;2;3;5;5;1;5;2;3;1;4;2;3;2;2;2;4;3;1;4;3;3;2;3;2;5;3;4;4;4;2;5;5;4;2;4;3;3;3;2;1;3;3;2;2;3;2;1;2;2;1;4;3;3;5;1;5;5;5;2;1;1;2;1;3;5;1;1;1;2;1;1;4;1;7;8;7;9;6;2;2;7;6;21;33;21;26;11;10;68;36;17;22;75;7;21;4;13;8;18;5;9;1;3;3;48;16
"147";593;1;2021-12-11 05:48:46;"R_agxjsLM8BtvkrcJ";3;3;3;3;3;4;2;3;2;1;2;3;2;4;2;2;3;1;2;3;4;2;3;2;2;2;2;3;3;3;3;3;4;4;3;3;3;3;3;3;3;2;2;2;2;3;2;1;1;3;2;2;2;3;3;3;2;3;3;3;3;2;2;3;3;3;3;4;4;4;4;4;4;4;4;3;2;2;1;4;2;2;2;2;2;3;2;2;4;2;3;2;2;3;4;1;4;2;4;2;3;4;2;6;7;6;7;4;5;2;5;4;21;25;17;25;15;9;66;26;13;18;57;6;35;8;9;6;12;6;11;2;8;6;38;30
"148";741;1;2021-12-11 06:23:17;"R_stIiHUFChAqaxR7";2;4;4;3;4;4;3;4;3;2;3;4;3;2;3;4;2;2;2;2;4;2;2;4;4;2;2;2;2;2;2;3;2;4;2;4;4;4;2;2;2;1;1;1;2;3;2;1;1;3;2;2;2;2;2;3;3;4;3;4;4;3;3;3;2;4;3;4;4;4;4;4;4;4;4;4;2;3;2;2;3;4;3;5;3;2;4;3;3;3;3;2;4;4;3;2;3;3;4;2;3;4;1;6;8;8;5;6;5;4;7;7;22;34;16;17;16;12;61;26;14;21;61;3;36;12;13;9;15;7;9;3;6;6;46;34
"149";859;1;2021-12-11 06:26:12;"R_1MQglwApu8HkiCD";4;3;3;2;4;3;4;4;1;1;4;3;2;2;3;2;1;1;5;4;5;5;5;5;3;4;5;5;5;1;5;5;5;4;5;2;2;2;5;4;4;3;3;3;3;4;2;3;2;2;3;2;2;2;5;4;4;4;2;1;5;3;3;1;3;3;2;4;2;2;4;4;4;2;3;4;1;1;3;2;4;5;1;5;3;5;3;2;1;1;2;2;3;2;4;1;2;1;3;3;1;5;1;8;6;7;4;8;2;2;6;4;14;33;29;35;25;6;95;31;15;19;65;9;29;8;7;6;18;6;12;1;5;4;43;24
"150";511;1;2021-12-11 07:09:33;"R_PS2xm1LPELM14w9";4;4;4;2;3;3;2;2;1;1;2;3;3;2;2;4;1;2;4;3;4;4;3;4;4;2;5;3;5;4;2;3;3;5;5;3;2;2;4;2;2;3;2;2;3;3;3;3;1;3;2;2;1;2;3;3;3;4;3;2;5;3;3;1;3;3;2;4;4;1;4;4;1;1;1;2;2;1;1;2;4;2;2;4;4;3;1;4;1;1;1;2;2;3;4;1;4;2;2;3;2;4;1;7;7;6;4;4;2;3;5;7;16;29;27;26;18;7;78;28;12;21;61;7;22;9;8;6;16;3;12;2;4;3;42;21
"151";512;1;2021-12-11 07:12:10;"R_1f9G0lBKj2DdXMY";4;1;5;1;4;2;1;5;1;2;3;4;4;1;4;4;1;1;4;2;4;4;4;4;4;4;4;2;4;2;4;3;4;4;3;5;4;4;4;4;4;3;2;3;4;4;3;2;1;3;2;3;2;2;2;4;2;4;3;2;3;3;2;3;1;3;3;4;4;2;5;4;4;2;3;4;3;2;2;1;2;4;4;4;4;4;1;4;1;2;1;2;1;4;4;1;4;2;2;4;4;4;1;8;3;10;2;4;2;3;8;8;10;38;23;25;24;13;85;25;16;20;61;8;32;10;11;10;14;5;14;2;3;3;49;23
"152";835;1;2021-12-11 07:30:08;"R_RqM9ZpOvnKl9EOJ";1;3;2;3;3;2;2;2;2;1;2;2;2;2;3;3;2;1;2;2;4;1;3;1;1;1;4;3;4;2;2;2;2;4;3;4;4;4;2;2;1;3;3;2;1;3;1;1;5;1;1;1;1;1;1;3;1;2;1;1;2;1;1;1;1;1;1;5;4;5;5;5;5;5;5;4;3;2;1;4;2;2;1;3;2;1;2;2;4;3;5;1;2;2;1;5;2;1;5;1;1;4;4;4;5;4;5;4;4;2;5;5;16;22;18;20;8;12;58;11;14;8;33;8;43;10;7;4;10;6;5;1;9;14;26;40
"153";3061;1;2021-12-11 07:35:27;"R_a9v9d3iTVpLPvVL";2;4;4;4;3;5;2;2;4;1;1;5;2;5;3;2;2;1;2;2;4;2;1;1;1;1;2;1;4;2;2;2;4;4;2;4;4;4;1;1;1;3;1;1;4;3;2;1;3;3;2;2;2;1;3;4;3;4;4;2;3;2;2;3;1;2;2;4;4;2;4;4;2;2;4;3;2;3;3;3;1;5;4;2;3;2;1;2;3;2;1;2;4;2;2;3;3;3;5;2;2;4;2;5;9;6;9;3;6;2;8;4;26;26;16;18;6;12;52;27;17;14;58;5;29;11;8;9;9;8;9;3;8;6;35;36
"154";902;1;2021-12-11 08:10:02;"R_1NmDhku8Gr3gSdv";3;5;5;3;3;5;2;3;2;2;2;4;4;2;2;4;2;2;3;1;3;1;1;2;1;1;1;1;3;2;2;2;4;3;2;1;4;4;2;1;1;3;1;1;2;1;1;1;4;3;4;1;3;1;5;2;3;3;2;1;3;3;2;1;3;2;1;3;3;1;3;3;1;1;2;3;5;2;1;2;2;5;3;2;1;2;1;3;4;3;1;2;1;3;3;2;3;2;5;4;1;5;1;6;10;8;5;4;4;4;6;8;23;32;13;16;8;9;46;29;11;12;52;5;20;10;7;7;12;9;11;2;7;4;37;32
"155";1512;1;2021-12-11 08:34:26;"R_DNOTIFuCyvXsuHv";3;4;5;2;5;2;4;3;1;2;3;4;5;2;5;5;2;1;4;1;4;4;2;4;2;4;2;2;2;4;4;4;4;4;3;3;4;4;4;4;4;2;3;4;2;3;2;2;1;3;1;2;3;1;5;3;2;3;3;2;3;4;3;1;2;2;2;2;2;2;3;2;2;1;2;2;2;4;3;1;2;5;2;3;4;2;2;4;2;1;2;2;1;2;5;3;3;2;3;2;5;5;2;8;6;8;4;7;3;3;9;10;16;42;21;23;22;11;77;26;11;18;55;9;18;8;15;7;15;7;9;2;4;7;46;28
"156";583;1;2021-12-11 09:04:00;"R_2cnk5xPbQBsA6fL";2;3;2;2;2;2;2;3;2;1;2;4;2;3;3;3;2;1;4;4;5;4;4;5;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;3;3;3;2;4;3;2;2;3;1;3;1;3;2;3;2;3;3;3;2;4;4;3;2;3;2;4;4;2;4;4;2;2;2;4;3;3;2;4;1;4;3;4;2;2;2;3;3;2;2;1;2;3;3;2;3;2;4;3;3;4;1;4;5;5;5;4;4;2;7;5;16;25;25;32;24;9;90;20;15;25;60;9;28;9;11;8;12;7;9;2;8;5;40;31
"157";790;1;2021-12-11 09:48:52;"R_2aDoCONelMl4tN1";2;2;5;3;2;2;1;4;2;2;2;3;2;1;4;3;2;1;4;2;4;2;1;2;2;2;4;2;2;4;2;2;3;4;4;3;4;4;2;2;2;2;2;2;2;3;2;1;4;2;2;1;3;1;2;3;2;3;3;1;3;1;2;1;2;2;3;2;2;2;4;2;4;2;4;2;3;2;2;4;2;4;2;4;3;2;2;2;2;3;4;2;2;3;5;1;3;2;3;2;3;4;2;4;4;9;4;3;4;3;7;5;15;28;22;18;12;11;63;24;14;11;49;6;24;11;9;7;15;6;9;2;7;7;40;33
"158";912;1;2021-12-11 09:54:33;"R_3hG557SYdmbb2cR";4;2;5;3;4;2;4;5;2;1;4;5;5;2;5;5;1;1;4;2;5;1;1;1;1;1;2;1;1;2;1;1;1;4;2;4;4;3;1;1;1;1;1;1;3;4;1;1;3;2;1;1;2;1;4;4;3;4;3;1;3;1;1;1;2;1;3;4;4;4;4;4;4;2;2;3;2;1;1;4;2;5;1;3;2;2;3;2;3;3;4;2;2;2;3;4;3;3;5;2;3;3;1;8;4;10;5;8;3;2;10;10;14;46;18;10;6;11;45;26;16;8;50;3;31;9;9;4;11;8;9;3;9;9;33;38
"159";1125;1;2021-12-11 10:51:03;"R_2TnqTAGR4lkAM2k";2;4;2;5;2;5;2;2;4;5;2;4;2;2;1;2;4;5;2;2;3;4;2;2;4;2;2;2;1;2;2;2;2;4;5;5;3;4;4;2;4;1;1;1;2;3;2;1;3;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;4;5;4;4;4;4;4;4;3;1;1;1;2;4;5;4;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;5;2;5;5;2;4;9;4;7;4;8;10;5;4;34;21;20;15;18;12;65;18;11;13;42;3;36;7;9;7;13;7;6;2;7;5;35;28
"160";697;1;2021-12-11 10:59:23;"R_3fl97wi1INiJV0y";4;3;5;2;4;3;3;4;2;2;3;3;3;2;4;4;1;1;1;2;5;2;2;4;4;4;1;3;4;3;4;3;4;4;3;5;5;5;4;4;4;3;2;2;4;4;4;3;2;4;4;4;3;3;4;4;4;4;4;4;5;4;4;4;4;4;4;3;2;2;2;2;2;1;2;2;2;3;3;1;4;3;3;4;3;3;3;4;1;2;2;3;2;3;5;1;2;2;2;2;3;5;1;8;6;9;4;6;3;3;7;7;16;37;16;25;24;15;80;40;18;30;88;7;18;9;13;9;18;4;10;2;3;4;50;22
"161";450;1;2021-12-11 11:36:28;"R_12FPZOxB1NoLPO2";3;3;4;3;2;3;3;4;2;3;4;2;5;2;4;4;1;2;3;2;4;2;4;2;2;2;5;3;3;3;4;4;4;4;4;4;3;4;2;2;2;2;2;2;2;4;2;2;1;2;3;2;1;1;4;3;4;4;3;3;4;1;2;3;2;3;2;4;3;2;3;4;3;2;4;4;4;2;4;4;2;5;4;5;3;1;1;4;4;1;2;1;3;2;4;1;3;3;4;3;1;2;1;5;6;8;5;7;3;5;6;9;19;35;22;27;12;11;72;27;15;16;58;6;29;11;8;10;13;9;8;3;8;4;39;35
"162";861;1;2021-12-11 11:41:43;"R_1qfYfMQPjn1u2DA";2;5;4;2;2;4;2;2;3;2;2;2;1;4;2;2;2;2;2;3;4;2;3;4;3;2;4;3;4;5;2;4;4;2;2;2;3;3;4;2;2;3;3;3;1;3;2;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;1;1;5;4;5;4;5;3;5;5;4;1;2;4;1;4;2;2;4;1;1;2;2;2;1;2;2;1;1;2;1;4;4;4;2;5;1;4;9;6;6;4;5;4;4;3;24;21;16;28;17;8;69;10;9;10;29;9;37;12;6;5;9;6;8;4;8;4;28;34
"163";872;1;2021-12-11 11:47:56;"R_2dmgfPtUQ3hV23h";5;3;5;1;5;1;2;5;1;2;2;4;1;2;5;1;1;1;1;5;1;1;5;4;5;5;1;5;5;5;5;5;5;1;4;5;5;5;5;5;5;4;4;4;1;4;2;2;1;1;1;4;2;3;3;4;1;2;1;3;2;5;5;1;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;1;5;2;2;5;2;1;1;1;4;5;3;3;3;4;2;5;5;5;10;4;10;3;4;2;3;9;2;12;35;9;40;29;15;93;14;12;25;51;12;18;9;14;14;20;10;11;3;9;9;59;40
"164";20982;1;2021-12-11 12:08:47;"R_2uy5yvuY4eryM7U";4;2;4;5;4;2;4;5;2;2;2;4;3;2;5;3;1;2;2;1;4;2;2;1;1;1;2;2;2;2;2;2;4;4;2;4;4;4;2;2;1;1;1;1;3;4;2;1;5;2;2;3;2;2;4;3;3;4;3;4;4;3;3;4;2;3;2;5;5;5;5;5;5;5;5;5;4;1;1;4;1;5;5;3;4;1;1;4;2;2;2;2;1;3;3;2;5;2;4;3;2;5;2;8;4;9;7;6;3;4;9;6;18;38;16;17;8;12;53;27;20;21;68;3;45;11;8;9;12;7;11;2;8;6;40;34
"165";607;1;2021-12-11 12:17:01;"R_2QVuKOAjhEV36St";4;4;4;3;4;3;3;4;2;2;3;3;4;3;3;4;2;2;2;4;4;3;4;3;3;4;4;4;4;5;4;5;5;4;4;5;5;5;3;4;4;4;4;4;2;4;2;2;1;2;3;2;2;2;5;4;2;4;2;2;3;1;2;4;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;4;3;4;5;4;2;1;2;2;1;2;2;2;4;5;1;3;3;1;5;5;4;1;8;7;8;6;6;4;4;6;8;21;36;21;35;21;15;92;25;17;15;57;12;9;9;10;10;18;5;12;3;3;4;50;24
"166";660;1;2021-12-11 12:49:02;"R_1l0RPE8LaE521rm";2;4;2;4;2;4;3;2;3;2;2;3;2;4;2;2;3;2;3;1;4;1;1;3;2;2;3;1;1;2;1;1;2;3;3;2;3;3;2;4;3;1;1;1;2;3;2;1;2;2;1;1;1;1;1;2;1;3;3;2;2;1;1;1;1;2;2;5;4;4;4;4;4;3;4;3;4;2;1;5;1;4;2;3;4;2;1;3;4;4;2;1;2;3;1;5;3;4;5;2;1;3;3;4;8;4;8;5;6;4;5;4;26;22;17;10;16;8;51;16;11;11;38;3;35;14;7;6;8;8;8;4;10;10;29;46
"167";935;1;2021-12-11 14:22:42;"R_1pKjgBFj4zEyQ0G";3;3;5;2;4;2;2;4;3;1;2;1;3;1;3;4;2;2;2;3;4;3;3;4;2;2;1;3;4;3;4;4;3;4;4;4;4;3;2;2;2;1;4;3;1;3;1;2;1;2;2;1;2;1;5;3;2;4;2;1;3;1;2;2;2;2;2;3;2;2;2;3;2;2;2;2;4;3;3;2;5;5;3;3;2;2;2;3;2;2;3;1;2;3;5;3;2;2;2;1;1;5;3;7;5;9;3;4;5;3;4;7;16;31;18;27;14;11;70;23;13;11;47;8;20;10;9;9;18;7;6;2;4;9;42;32
"168";592;1;2021-12-11 14:32:21;"R_3O9zM06CouQw25L";4;2;2;2;4;2;4;4;1;1;3;3;3;2;4;4;2;1;3;5;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;4;4;4;3;4;4;3;4;3;4;4;5;5;5;1;5;4;4;1;1;1;1;1;1;1;1;1;1;4;4;1;5;3;1;4;4;4;1;1;1;1;1;4;2;3;5;1;1;1;1;1;1;5;1;8;4;6;4;7;3;2;7;7;13;35;23;32;24;12;91;41;12;34;87;12;9;8;7;8;19;4;10;1;2;3;44;18
"169";339;1;2021-12-11 15:07:10;"R_2w0TuWi6zXDqQ5w";4;4;2;4;3;4;2;2;2;1;2;5;4;5;4;3;3;1;4;2;4;1;3;2;2;2;1;2;2;4;5;3;5;5;5;4;3;3;2;2;2;1;2;2;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;3;3;3;3;3;3;3;1;2;2;2;1;5;3;2;5;1;1;1;5;2;5;1;1;3;2;5;2;2;5;2;2;5;5;7;8;4;9;4;5;2;9;7;24;31;20;26;12;10;68;11;8;8;27;5;28;9;6;8;10;10;6;2;7;15;30;43
"170";22995;1;2021-12-11 15:12:02;"R_RsGbqJVF8dKKwaR";3;2;4;2;2;1;4;4;1;2;2;4;2;1;4;4;2;2;3;2;5;5;5;3;4;5;3;3;3;3;4;4;4;5;5;3;4;4;5;5;4;2;3;4;3;3;2;4;2;2;3;2;5;1;5;4;5;4;4;1;5;4;4;1;5;4;3;4;1;1;3;4;1;1;1;1;1;1;5;1;4;3;4;5;5;5;4;2;2;1;2;3;2;5;5;1;2;2;2;5;2;5;1;5;3;8;3;6;3;4;8;6;13;33;26;28;26;11;91;40;14;22;76;9;17;9;9;14;19;5;15;2;3;4;57;23
"171";679;1;2021-12-11 16:35:48;"R_2EtnhKk4OgqKXvW";3;3;4;2;3;4;2;4;2;3;2;4;2;2;4;3;2;2;4;2;4;4;2;2;2;2;5;4;3;4;3;3;4;4;5;3;2;2;4;4;3;3;3;3;2;3;2;2;1;2;2;2;2;1;2;3;2;3;3;2;3;2;2;2;2;2;3;4;4;4;3;4;4;3;3;4;3;4;3;2;2;4;4;4;4;2;2;2;2;3;3;1;2;2;4;1;3;2;5;3;3;2;4;6;7;8;4;4;4;5;8;5;20;31;26;25;17;7;75;23;12;15;50;9;33;12;11;9;12;6;9;2;7;8;41;35
"172";1089;1;2021-12-11 16:39:52;"R_3QVoXQDQQ6znYOo";2;5;3;2;3;4;1;4;2;2;2;4;2;2;2;2;3;2;1;1;5;1;1;3;3;4;1;2;1;2;1;1;3;4;1;5;4;4;3;4;4;2;2;2;3;3;3;1;1;3;3;1;1;1;3;3;2;3;3;2;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;2;2;2;2;3;1;2;2;2;2;2;5;2;3;2;3;2;2;4;2;5;9;7;4;3;5;4;6;4;22;25;13;12;21;13;59;26;13;16;55;6;10;8;9;6;13;4;9;2;5;6;37;25
"173";814;1;2021-12-11 17:17:52;"R_cIu2MRuaPqxOGw9";4;4;3;5;4;5;1;2;5;1;2;3;1;5;3;3;5;1;2;4;5;3;4;5;3;2;5;5;5;5;2;4;5;4;5;5;5;5;5;2;2;3;4;2;2;4;1;1;1;2;2;2;3;1;4;3;2;3;3;2;4;2;2;2;2;2;2;2;4;2;4;4;2;2;2;2;1;1;1;3;1;5;1;4;1;2;2;3;4;2;1;2;1;2;4;1;2;5;5;2;1;4;1;8;9;5;10;3;10;2;6;4;31;26;24;34;19;15;92;26;13;13;52;9;24;5;7;4;13;9;8;5;8;3;32;30
"174";938;1;2021-12-11 17:22:15;"R_d4h2Vtfja832lcl";5;4;5;4;5;4;4;5;4;1;2;5;4;3;5;4;4;1;2;2;2;5;2;3;2;4;2;2;2;4;3;2;4;2;2;4;4;4;3;4;4;2;2;2;3;4;3;2;3;3;2;2;2;1;4;4;2;3;2;2;2;1;3;3;2;3;2;4;4;2;3;4;2;1;3;3;1;1;5;2;4;5;4;5;2;4;1;5;3;1;1;2;4;4;4;2;5;1;5;2;3;3;2;10;8;10;7;6;8;2;10;8;25;44;15;21;20;12;68;24;17;17;58;6;26;8;10;13;16;8;13;1;7;5;52;29
"175";796;1;2021-12-11 20:00:47;"R_D6mF09lK2KwjxQJ";2;2;5;2;2;3;2;3;1;2;2;4;2;2;3;2;1;2;3;5;4;4;5;5;5;5;4;4;5;5;5;5;5;2;5;5;4;3;4;5;5;4;4;4;3;3;3;5;2;3;4;4;3;3;5;4;5;4;4;5;5;3;5;3;5;4;4;1;1;1;1;1;1;1;1;1;3;3;3;1;5;1;3;5;3;5;4;4;2;1;1;5;4;5;5;1;5;1;1;5;3;3;3;4;5;8;4;4;2;4;7;4;15;27;22;39;29;12;102;41;16;32;89;12;9;11;14;11;18;3;20;1;2;5;63;22
"176";580;1;2021-12-11 20:03:48;"R_YRMlGWQueGoWANj";3;4;3;4;3;4;2;2;3;1;2;3;2;4;4;2;4;2;3;4;4;3;3;3;2;3;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;1;4;4;3;3;3;4;4;4;4;4;5;4;4;4;3;4;4;4;3;3;1;3;4;1;1;2;2;2;2;1;1;4;3;2;4;2;2;2;2;1;1;1;3;4;4;5;1;4;2;2;4;4;4;1;6;8;5;8;4;7;3;7;4;26;26;22;28;20;12;82;38;16;29;83;9;20;9;10;7;17;4;13;2;3;3;47;21
"177";1544;1;2021-12-11 21:36:36;"R_tGNJkxBKUhAdGFz";4;4;4;2;2;2;2;2;2;2;2;4;2;2;4;2;3;2;2;4;4;4;2;4;2;4;4;4;4;1;4;4;5;4;4;5;4;3;4;4;4;4;4;2;3;4;4;3;1;3;3;5;5;5;4;5;4;3;4;5;5;5;5;3;1;3;4;4;4;2;4;4;4;2;4;2;3;4;2;2;4;2;3;2;2;2;2;3;1;2;4;4;4;4;4;4;2;4;1;5;4;2;1;6;6;6;4;4;5;4;8;4;19;28;22;28;22;12;84;36;16;35;87;10;30;11;13;9;12;3;13;4;3;9;47;30
